"","target_id","D0_PF_1","D0_PF_2","D7_PF_1","D7_PF_2","D0_SAG_1","D0_SAG_2","D7_SAG_1","D7_SAG_2","Trend"
0,0,0,0,"AC158803.3"
0,0,0,0,"AC158807.1"
0,0,0,0,"AC159106.1"
4.02561105333054e-06,4.6078522622042e-07,0,0,"AC159114.1"
0,0,0,0,"AC159188.1"
0,0,0,0,"AC159188.3"
0,0,0,0,"AC159203.1"
0,0,0,0,"AC159203.2"
0,0,0,0,"AC159205.1"
0,0,0,0,"AC159205.2"
0,0,0,0,"AC159205.4"
0,0,0,0,"AC159231.1"
0.899451756091057,0,0,0,"AC159244.1"
0,0,0,0,"AC159246.1"
0,0,0,0,"AC159252.1"
88.4238587555357,86.7100684219975,56.5793616268706,72.8539142435161,"AC159256.1"
0,0,0,0,"AC159263.2"
0,0,0,0,"AC159263.3"
0,0,0,0,"AC159297.1"
3.40910240460975,1.09485302772522,7.68437348102577,4.7775463673898,"AC159297.2"
148.973424685424,162.898745440164,163.610209245214,129.099946953194,"AC159326.1"
0,0,0,0,"AC159376.1"
0,0,0,0,"AC159380.1"
0,0,0,0,"AC159472.1"
0,0,0,0,"AC159619.2"
0,0,0,0,"AC159621.1"
0,0,0,0,"AC159622.1"
18.8952849966209,27.0782690706861,9.07971312351596,21.6454339915609,"AC159625.1"
0,0,0,0,"AC159709.1"
0.0546217137087839,0.0557520225576265,0,0,"AC159747.1"
0,0,0,0,"AC159819.2"
0,0,0,0,"AC159885.1"
0,0,0,0,"AC159896.1"
0,0,0,0,"AC159896.2"
8.45617470322598,10.7656474281911,14.6313750041546,9.33716418598691,"AC159896.3"
0,0.958383417754604,1.13231201124014,0,"AC159899.1"
0,0,0,0,"AC160016.1"
0,0,0,0,"AC160031.1"
0,0,0,0,"AC160031.2"
0,0,0,0,"AC160109.1"
0,0,0,0,"AC160112.1"
0,0,0,0,"AC160114.1"
0,0,0,1.02526084125151,"AC160114.2"
2.36507318368102,0.958494879973207,2.26462983369766,0,"AC160115.1"
15.294012098277,32.7496968149962,27.6750503405443,19.9411194813078,"AC160130.1"
0,0,0,0,"AC160134.1"
0,0,0,0,"AC160334.1"
0,0,0,0,"AC160338.1"
0,0,0,0,"AC160338.3"
0,0,0,0,"AC160635.1"
0,0,0,0,"AC160863.1"
0,0,0,0,"AC160865.1"
0,0,0,0,"AC160929.1"
0.898794124436231,0,0,0,"AC160931.2"
0,0,0,0,"AC160958.1"
0,7.66592637276612,6.37990478492662,20.1366698607486,"AC160962.1"
0,0,0,0,"AC160962.3"
1.79758824887246,0,0,0,"AC160970.1"
0,0,0,0,"AC160980.1"
6.75797111470293,8.57631708215052,4.89535700472623,3.21143432021844,"AC160984.1"
0,0,0,0,"AC160984.2"
0,0,0,0,"AC160991.1"
0,0,0,0,"AC160999.1"
0,0,0,0,"AC161054.1"
0,0.958383417754604,0,0,"AC161114.1"
0,0,3.39693603372042,3.07578252375453,"AC161117.2"
0,0,0,0,"AC161180.1"
0,1.91676683550921,0,0,"AC161180.2"
11.5355252436062,8.00283148855953,8.37655444487229,5.85856891731513,"AC161238.1"
9.99673843601487,3.57418707381063,5.62118217906221,8.36259186904485,"AC161250.1"
63.4438168857199,72.6106935183479,57.5517169668122,46.0711872626043,"AC161250.2"
0,0,0,0,"AC161252.1"
0,0,0,0,"AC161252.2"
0,0,0,0,"AC161252.3"
22.1682615239805,20.9575840991663,31.1518510272041,16.3183459803334,"AC161254.1"
0,0,0,0,"AC161256.1"
0,0,0,0,"AC161275.1"
0,0,0,0,"AC161374.2"
0,0,0,0,"AC161426.1"
0,0,0,0,"AC161453.1"
0,0,0,0,"AC161456.1"
0,0,0,0,"AC161520.1"
0,0,0,0,"AC161586.1"
0,0,0,0,"AC161609.1"
2.50553634662296,0,0,0.23674473337839,"AC161829.1"
0,0,0,0,"AC161884.2"
0,0,0,0,"AC162376.1"
0,0,0,0,"AC162387.1"
423.761964925799,465.462989190201,498.593481507168,566.004728201577,"AC162446.2"
0,1.2195751954135,0,0,"AC162446.4"
0,0,0.566156005620071,0,"AC162446.6"
0,0,0,0,"AC162801.1"
1.79760639612466,0.958393260447103,1.13233144083278,0,"AC162893.1"
83.9252672445314,52.0925305287627,58.5643870793195,48.7809530519528,"AC162910.1"
0,0,0,0,"AC162931.1"
0,0,0,0,"AC162932.1"
0,0,0,0,"AC162934.1"
0,0,0,0,"AC162934.2"
2.58543518580946,4.87980456008077,10.9521652002129,0,"AC162934.3"
0,0,0,1.02526084125151,"AC162936.1"
0,0,0,0,"AC163033.1"
0,0,0,0,"AC163038.3"
0,0,0,0,"AC163041.1"
0,0,0,0,"AC163041.2"
0,0,0,0,"AC163289.1"
0,1.71672092550157,0,0,"AC163296.1"
0,0,0,0,"AC163357.1"
0,0,0,0,"AC163611.1"
0,0,0,0,"AC163611.2"
0,0,0,0,"AC163621.1"
9.1240356301662,5.16478035695639,9.8052287335218,4.6549936096711,"AC163621.2"
1.26945677455133,0,0,0,"AC163623.1"
25.5541617393127,24.952300917211,14.8139233595582,5.01888852303441,"AC163637.2"
0,0.958383417754604,0,0,"AC163638.1"
0,0,0,0,"AC163651.1"
0,0,0,0,"AC163660.2"
0,0,23.0488936850805,0,"AC163660.3"
0,0,0,0,"AC163660.4"
0.898794124436231,0,2.26462402248028,1.03143230151341,"AC163667.2"
0,0,0,0,"AC163667.3"
0,0,0,0,"AC163703.1"
0,0,0,0,"AC163743.1"
0.898794124436231,0,0,0,"AC164084.1"
0,0,0,0,"AC164084.2"
0,0,0,0,"AC164084.3"
0,0,0,0,"AC164092.3"
0,0,0,0,"AC164117.1"
0,0,0,0,"AC164117.2"
0,0,0,0,"AC164294.1"
0,0,0,0,"AC164295.1"
0,0,0,0,"AC164297.1"
0.899164273833093,0.994786445956198,0,0,"AC164297.2"
0,0,0,0,"AC164297.3"
0,0,0,0,"AC164297.4"
0,0,0,0,"AC164297.5"
0,0,0,0,"AC164297.6"
0,0,0,0,"AC164424.1"
0,0,0,0,"AC164424.3"
0,0,0,0,"AC164426.1"
0,0,0,0,"AC164429.1"
0,0,0,0,"AC164556.1"
3.59517649774492,4.64668242145804,1.13231201124014,4.10104336500604,"AC164561.1"
0,0,0,0,"AC164567.1"
0,0,0,0,"AC164567.2"
0,0,0,0,"AC164567.4"
0,0,0,0,"AC164612.2"
0,0,0,0,"AC164614.1"
0,0,0,0,"AC164618.1"
0,0,0,0,"AC164618.2"
0,0,0,0,"AC164618.3"
6.56189170278685,3.1874779303746,2.50320197983961,1.10600351853834,"AC164629.1"
0,0.790250493950635,0,0,"AC164629.2"
7.64266089000771,4.65482320823255,5.74664421632496,12.4539197387327,"AC164629.4"
44.4903091595934,43.6064455078345,7.36002807306092,5.63893462688331,"AC164883.1"
0,0,0,0,"AC165092.2"
0,0,0,0,"AC165092.3"
0,0,0,0,"AC165092.4"
0,0,0,0,"AC165146.1"
0.898794124436231,0,0,1.02526084125151,"AC165148.1"
0,0,0,0,"AC165157.1"
0,0,0,0,"AC165157.2"
0,0,0,0,"AC165157.3"
0,0,0,0,"AC165157.4"
0,0,0,0,"AC165159.1"
0,6.70868392428222,2.26462402248028,1.02526084125151,"AC165265.1"
0,0,0,0,"AC165283.1"
0,0,0,0,"AC165287.1"
0,0,0,0,"AC165292.1"
0,0,0,0,"AC165293.1"
0,0,0,0,"AC165294.1"
0,0,0,0,"AC165294.2"
0,0,0,0,"AC165294.3"
0,0,0,0,"AC165347.1"
0,0,0,0,"AC165349.1"
0,0,0,0,"AC165349.2"
0,0,0,0,"AC165366.1"
507.693730431614,423.240446235487,3207.55137602493,3421.48784660354,"AC165954.1"
0,0,0,0,"AC166051.1"
0.58727011564555,0.628162172521046,1.68848074916101,0.34420343997607,"AC166095.1"
0,0,0,0,"AC166113.1"
0,0,0,0,"AC166263.1"
3.59517649774492,4.93420542648439,3.57328567898573,5.47932917632909,"AC166323.1"
0,0,0,0,"AC166341.1"
0,0,0,0,"AC166341.2"
0,0,0,0,"AC166341.3"
0,0,0,1.02526084125151,"AC166341.4"
42.2433238485029,53.6694713942578,63.3271349974638,53.3135637450785,"AC166341.5"
0,0,0,0,"AC166341.6"
0,0,0,0,"AC166341.7"
0,0,0,0,"AC166341.8"
0,0,0,0,"AC166343.1"
0,0.295440056105768,0,0.322467385171571,"AC166344.1"
0,0,0,0,"AC166358.1"
0,0,0,0,"AC166358.10"
0,0,0,0,"AC166358.3"
0,0,0,0,"AC166358.4"
0,0,0,0,"AC166358.5"
32.0295905683844,27.0911166372088,45.339767815109,19.271167444951,"AC166358.6"
0,0,0,0,"AC166358.7"
0,0.958383417754604,0,0,"AC166358.8"
0,0,1.13231201124014,0,"AC166358.9"
0.898794124436231,0,0,0,"AC166710.1"
0,0,0,0,"AC166710.3"
0,0,0,0,"AC166710.4"
0.898794124436231,0,0,0,"AC166830.1"
0,0,0,0,"AC166830.2"
1.79758824887246,0,0,0,"AC166902.1"
0,0,0,0,"AC166992.1"
0,0.958383417754604,0,0,"AC167017.1"
0,0,0,1.02526084125151,"AC167022.1"
0,0,0,0,"AC167140.1"
0,0,0,0,"AC167192.1"
0,0,0,0,"AC167192.2"
0,0,0,0,"AC167192.3"
0,0,0,0,"AC167192.4"
1.31456834639208,2.87515025326381,5.66156005620071,1.02526084125151,"AC167202.1"
0,0,0,0,"AC167202.2"
0,0,0,0,"AC167222.2"
0,0.958383417754604,0,0,"AC167234.1"
13.4662886857042,16.8271990002202,10.1610744006483,11.45734646158,"AC167250.1"
166.71457183197,164.528212896318,149.097220477063,137.746881762913,"AC167420.1"
0,0,0,0,"AC167669.1"
0,3.80774852234264,1.13231201124014,2.07896267740118,"AC167721.1"
0,0,0,0,"AC167977.1"
0,0,0,0,"AC167977.2"
270.140864049825,298.226125907466,498.219490332499,563.924262350394,"AC168054.2"
0,0,0,0,"AC168056.1"
0,0,0,0,"AC168056.2"
0,0,0,0,"AC168222.1"
0,0,0,0,"AC168266.1"
0,0,1.13231201124014,1.02526084125151,"AC168279.1"
0,0,0,0,"AC168880.1"
0,0,0,0,"AC168880.2"
0,0,0,0,"AC168881.1"
2.96053990501133,2.59468398212515,1.22190352010032,3.27978398843772,"AC168977.1"
0,0,0,0,"AC168977.2"
0,0,0,0,"AC170086.1"
0,0,0,0,"AC170086.2"
0,0,0,0,"AC170751.1"
0,0,0,0,"AC170751.2"
0.449397062218116,0,0,0.512630420625755,"AC170751.3"
198.16760083178,174.448682440967,241.802067828713,244.743491572737,"AC170751.4"
0,0,0,0,"AC171206.1"
0,0,0,0,"AC171206.2"
0,0,0,0,"AC172027.1"
0.898794124436231,0,0,0,"AC173115.1"
0,0,0,0,"AC173345.2"
0,0,0,0,"AC173345.3"
0,0,0,0,"AC173481.1"
0,0,0,0,"AC173482.3"
0,0,0,0,"AC173482.4"
0,0,0,0,"AC174082.1"
0,0,0,1.02526084125151,"AC174457.1"
0,0,0,0,"AC174459.1"
0,0,0,0,"AC174459.2"
99.9879359889857,83.5111740254856,51.5099416533424,63.2548213610396,"AC174642.1"
26.6426635632037,16.9401313487661,38.4016928957977,32.7012630616402,"AC174648.1"
21.8009352718708,14.4621937425094,9.05832534716867,0,"AC174678.2"
0,0,0,0,"AC174742.1"
0,0,0,1.02526084125151,"AC174776.1"
0,0,0,1.02526084125151,"AC174776.2"
0,0,0,0,"AC174780.1"
0,0,0,0,"AC174797.2"
0,0,0,0,"AC174797.4"
0,0,0,1.02864302111845,"AC174797.5"
599.54074874624,518.274042275856,524.902095237257,499.44468377324,"AC175315.1"
0,0,0,0,"AC175315.3"
14.333781424027,25.8489843160106,20.1845682100814,16.2595965722812,"AC175538.2"
0,0,0,0,"AC182412.1"
125.624137460187,144.128838229333,165.985215383413,201.827666515319,"AC182748.1"
0,0,0,0,"AC182748.2"
0,0,0,0,"AC183092.1"
0,0,0,0,"AC183092.2"
0,0,0,0,"AC183268.2"
0,0,0,0,"AC183268.3"
3.59530964195144,0.958383417754604,2.26462402248028,1.02530257237201,"AC187103.3"
0,0,0,1.56104640025028,"AC187103.4"
0,0,0,0,"AC188459.1"
0,0,1.13231201124014,0,"AC190403.1"
0,0,0,0,"AC192091.1"
0,0,0,0,"AC192091.2"
0,0,0,0,"AC192333.1"
0,0,0,0,"AC192333.2"
0,0,0,0,"AC192333.4"
10.0801246337702,9.34609467995764,8.26962990477271,6.9649411204152,"AC192333.5"
0,0,0,0,"AC192333.6"
0,0,0,0,"AC192334.2"
0,0,0,0,"AC192434.1"
0,0,0,0,"AC192616.1"
101.242968165358,97.672677238101,98.0205942917915,118.302635331461,"AC192616.2"
0,0,0,0,"AC192616.3"
0,0,0,0,"AC202135.2"
0,0,0,0,"AC207128.1"
14.7503790998242,12.0844107108725,13.7570309174265,14.0091530805688,"AC207128.2"
0,0,0,0,"AC211878.1"
0,0,0,0,"AC211878.2"
0,0,0,0,"AC211878.3"
0,0,0,0,"AC211878.4"
0,0,0,0,"AC211878.5"
0,0,0,0,"AC211878.6"
0,0,0,0,"AC211878.7"
0,0,0,0,"AC233742.3"
0,0,0,0,"AC234645.1"
0,0,0,0,"AC238676.1"
0,0,0,0,"AC238676.2"
0,0,0,0,"AC238676.3"
0,0,0,6.24194629064128,"AC238811.1"
0,0,6.80168823508935,14.3755005564953,"AC238811.3"
1.38265746996031,0.777758087025107,1.46796857729065,1.5601435243421,"AC238811.4"
5.84164386925167,2.8848041083012,4.54938453737312,6.44330283627326,"AC238940.1"
0,0,0,0,"AC238940.2"
1.38265746996031,0.777758087025107,1.46796857729065,1.5601435243421,"AC238940.3"
0,0,0,0,"AC240971.1"
0,0,0,0,"AC240971.5"
0,0,0,0,"AC240971.6"
0.851077106274104,0.0711444608183309,0.188891073859581,0.057003415635424,"AC240971.7"
0,0,0,0,"AC241593.1"
9.70762493470745,14.4213099301456,10.7258661297875,7.85597635729274,"AC241620.1"
0,0,0,0,"AC241621.1"
0,0,0,0,"AC242685.1"
0,0,0,0,"AC242685.3"
0,0,0,0,"AC242685.4"
0,0,0,0,"AC243554.1"
0,0,0,0,"AC243907.1"
0,0,0,0,"AC244695.1"
0,0,0,0,"AC244695.2"
0,0,0,0,"AC244695.6"
0,0,0,0,"AC245272.1"
1.92997361238601,2.05251041088023,4.86524041426885,0,"AC245272.3"
0,0.479191708877302,0,0,"AC245272.4"
0,1.14569494091671,0,0,"AC245272.5"
0,0,0,0,"AC245272.6"
744.52251664557,767.281441143783,1893.9305067785,2155.06045359581,"Acaa1a"
11.0291635380433,16.4469828125785,26.237611163717,21.2306323116196,"Acaa1b"
988.673536879854,907.58909661361,1852.46245038887,2058.72376923303,"Acaa2"
488.209118122354,493.493492273024,460.358131428691,491.865570400925,"Acaca"
174.408601317369,179.891259527507,433.129224535825,301.47241198619,"Acacb"
206.277692432618,137.279696402607,191.469658149324,317.664478158883,"Acad10"
574.940137829337,598.719735364474,633.905593714442,594.876505799218,"Acad11"
123.087716860894,132.511974605998,171.711120862146,187.388181201486,"Acad12"
422.910477011064,405.479370403376,456.244516298316,478.483095762706,"Acad8"
465.401425621606,383.584821120158,401.109586062663,424.231911434313,"Acad9"
1385.73955560229,1381.50849826724,2086.84150728052,2096.89775694779,"Acadl"
344.314597084149,402.952357780046,798.479795730344,1027.62033565347,"Acadm"
647.459174178124,691.152303609373,1015.91597644707,1202.59182725951,"Acads"
571.197446962679,458.925926099807,558.879905597752,498.470617523258,"Acadsb"
962.587776157677,974.028104319474,959.96250436021,1039.91962014867,"Acadvl"
1674.46589204163,2160.67212078773,178.575828247416,103.052538288287,"Acan"
14.8767959964528,12.0604259899653,2.06146037591627,7.95807458012443,"Acap1"
3751.56667539683,3286.29673948054,4583.59902150009,4779.76604191454,"Acap2"
396.985649868285,448.302758572992,461.471010429956,472.54967100517,"Acap3"
220.087989149365,202.422594549871,405.612490683016,387.147806035027,"Acat1"
1224.69517468255,1117.95680465948,2193.14872202217,2304.69949085177,"Acat2"
11.2783859224115,5.55219969756907,12.7436518724962,18.7173228599337,"Acat3"
4201.19323467787,4114.42005366312,3576.35709738899,3418.68926608961,"Acbd3"
293.838240104644,258.163537904697,360.067400157057,346.916531704347,"Acbd4"
1650.06354225816,1687.27228932908,1985.47966230318,1992.41117095855,"Acbd5"
909.794505332792,893.744750318382,810.183728069108,917.182088972411,"Acbd6"
0,0,0,1.02526084125151,"Acbd7"
80.6737896145669,72.1010169945673,165.732665248332,171.537848600864,"Accs"
0.88962107364783,0,0,0,"Accsl"
532.745409492591,587.238958027705,783.013939507399,837.952974045092,"Acd"
35.7852757078324,11.5752822273881,331.715327983327,392.313784610634,"Ace"
0.898794124436231,3.83353367101841,19.8098531484028,26.8264407271104,"Ace2"
0,0,0,0,"Ace3"
3.62222481385401,4.95545729337593,4.62824051163863,2.0998680513987,"Acer1"
62.9998712628426,42.9747974966689,41.7310558483813,43.7456339750607,"Acer2"
2224.4658816744,2022.38029776461,3018.04409859529,2851.44532983678,"Acer3"
5.83192233503009,8.03253315904376,0.538096882451809,0.319731056135071,"Ache"
2568.32277664017,2558.90641123427,2123.68080043822,2226.87484873037,"Acin1"
17.337517643021,13.8659921537255,4.36934354417791,0,"Ackr1"
0.493250631037038,0,0.622426063642334,0,"Ackr2"
390.220578323555,375.486768640266,468.305441408792,444.789680007181,"Ackr3"
246.512473767786,207.438852614138,809.720688783577,700.756124166147,"Ackr4"
3138.81990466358,3070.33186283338,3845.72748100607,4425.45747124351,"Acly"
5.35925740641066,11.7437959787128,6.66127655676594,6.02474976892087,"Acmsd"
29.1805228977513,25.2433184115856,25.786288965377,27.8789273513354,"Acnat1"
0,0,0,0,"Acnat2"
315.640624573812,303.127589931181,404.149889360818,454.40542139096,"Aco1"
1314.4815011566,1408.18289933908,1471.75021521607,1614.30405318814,"Aco2"
2.69638237330869,3.83353367101841,20.3816162023225,11.2778692537666,"Acod1"
126.622455763141,123.491930831577,169.617131199596,201.375285862487,"Acot1"
0,0,0,0,"Acot10"
101.876848433481,130.542467611072,122.725510638576,101.946232879842,"Acot11"
0.324800814472409,1.43834028625661,0,0.1891749712585,"Acot12"
302.247114151468,296.821979122039,552.46179349619,529.334037342954,"Acot13"
1572.80506937845,1619.24442717971,356.325044547342,422.954950205424,"Acot2"
0,1.19225858346159,0,2.06349054135446,"Acot3"
25.924389942549,29.046917235906,23.8229559970261,9.82943723888136,"Acot4"
0,0,0,0,"Acot5"
256.458780495133,259.820009795226,348.350976854028,230.465422893751,"Acot6"
2791.27844504111,2819.52135002532,1524.26422626908,1451.18744909415,"Acot7"
374.331017868813,474.566467123852,570.599352157043,547.112184600646,"Acot8"
1898.80945763376,1805.23485221116,1260.46478271394,1282.93727246265,"Acot9"
2529.63699764902,2543.05928434096,3694.31117403326,4032.0112136145,"Acox1"
0.835226017162459,1.47674089996455,0,0,"Acox2"
956.294875991626,1002.44491419746,2805.68626817958,3673.61359943341,"Acox3"
1.79758824887246,1.93563612839219,5.66156005620071,14.326063400248,"Acoxl"
380.730379425804,382.42406080491,321.172977710145,325.886326093409,"Acp1"
468.605986191097,373.021561040426,800.722446322104,916.657747308384,"Acp2"
0,0.958383417754604,0,0,"Acp4"
297.172383411813,379.953779540385,521.16874128416,586.987233034731,"Acp5"
318.553852028865,384.522236457469,315.679614071677,376.752579510705,"Acp6"
0.109865151521158,0,0,0.131970259925977,"Acp7"
15.9653327110891,12.18242658525,60.2315829133528,66.0420856628938,"Acpp"
0.898794124436231,0,4.52924804496057,1.02526084125151,"Acr"
26.518662742063,25.7399348345437,25.3881009323908,41.1333683535564,"Acrbp"
7.44891170419382,10.3892600520202,6.10760755170738,1.31044826823644,"Acrv1"
2.50466393982279,2.25667372825054,0.0592761234431179,0.280109827121305,"Acsbg1"
2.69669792654968,1.91803256107095,1.13250853843453,0,"Acsbg2"
84.3761456311104,105.948507144634,222.538259719256,196.819369802114,"Acsf2"
507.190453586853,478.109386260553,534.077845504226,582.453608894342,"Acsf3"
89.1120041343114,87.1211511576963,143.936717066777,166.064835204214,"Acsl1"
216.382810552403,200.935200613615,308.716797398342,287.614633972952,"Acsl3"
2208.17746307387,2033.25341503201,1497.73591902353,1632.66297039411,"Acsl4"
127.948773437433,111.123167085451,196.466551652967,230.295476835903,"Acsl5"
42.2056400872618,37.6844758766136,46.7805429935688,31.5761809290962,"Acsl6"
0,0,0,0,"Acsm1"
0.312960393030592,0.748441921930639,0.233847934860478,0.449636761558418,"Acsm2"
91.3049412914462,163.639916803284,102.438280481106,250.448520539738,"Acsm3"
0,0,0,0,"Acsm4"
0,0,0,0,"Acsm5"
3.04238891377656,3.03184778828478,122.474543834426,165.705526922078,"Acss1"
188.358023408951,202.135095167224,616.730847324889,575.758846767258,"Acss2"
36.0584086804159,26.924064260071,80.8344129815339,87.2171754896223,"Acss3"
84.8698568286342,66.0911437849261,250.5764999179,200.948024261111,"Acta1"
177172.994191243,195357.834258516,79784.9689360029,62584.9975325159,"Acta2"
66383.1010245906,67578.0800955105,61825.3363119046,67070.0567786971,"Actb"
0,0,0,0,"Actbl2"
0,0,0,0,"Actc1"
0,0,0,1.02536233599182,"Actg-ps1"
66220.5267109237,68305.8790216264,49056.4007921987,47512.1534094307,"Actg1"
10289.0258404053,11081.4154887972,5520.75852384991,4435.00286708965,"Actg2"
1.79758824887246,2.87515025326381,5.66156005620071,6.15156504750906,"Actl10"
0,0,0,0,"Actl11"
703.607323798614,673.60172555811,634.529867551597,678.859378166623,"Actl6a"
0.787437614274779,1.08324467021951,0.865082753127867,1.3244535180688,"Actl6b"
0,0,1.13231201124014,4.10104336500604,"Actl7a"
0,0,1.13231201124014,0,"Actl7b"
0.898794124436231,2.87515025326381,0,7.17682588876057,"Actl9"
9405.06698199505,9589.73598758888,4593.62818308681,4372.85028217906,"Actn1"
55.2324457044663,32.9902258563864,28.3818069332314,28.3587965906135,"Actn2"
92.4576658326057,85.5647531403183,336.156795787172,364.311426978496,"Actn3"
15429.3969138962,15410.4911426038,9417.19048619234,9832.35725264943,"Actn4"
1193.46032665494,1199.44847128905,978.722047194569,1013.12590151967,"Actr10"
8080.15917868172,7960.33266786974,8053.00302393989,8133.39425364823,"Actr1a"
934.229790150239,1004.22599067479,809.287251304751,859.563230868013,"Actr1b"
6959.64932337749,6693.71837811488,7710.16441672551,8171.97360343159,"Actr2"
4114.37823929209,4087.04549864482,3679.91367840074,3924.83958117537,"Actr3"
133.66913699322,127.07223920706,102.603950559382,88.9339418179437,"Actr3b"
393.511664102296,406.332583301674,451.165835823305,420.127484287028,"Actr5"
87.2033190555372,82.7145391750226,74.602823409034,76.6279514130154,"Actr6"
411.172652529898,452.140297727021,536.785936400893,622.640530995391,"Actr8"
0,0,0,0,"Actrt1"
0,0,0,0,"Actrt2"
0,0,0,0,"Actrt3"
3268.67867519171,3207.89061979847,2203.85283934307,2041.97038637034,"Acvr1"
949.515583378677,952.47309514826,1424.6218449159,1563.09475756757,"Acvr1b"
0.492584400440515,0.291138787418563,0.311409842723681,0.425288546794112,"Acvr1c"
816.596458217102,718.049111811887,1067.75994027931,866.610639527912,"Acvr2a"
40.8477198299654,54.1467698124735,45.8167581772776,69.2382134601761,"Acvr2b"
1388.12847847728,1238.8264955074,2178.55674977578,2091.16494615462,"Acvrl1"
399.971160717147,402.563498855306,534.607511895208,540.995881910079,"Acy1"
97.069765439113,124.589844308098,90.5849608992113,74.8440414113603,"Acy3"
241.814257848126,251.329825451365,243.711405215612,225.493511487344,"Acyp1"
104.260118434603,106.380559370761,127.951257270136,112.778692537666,"Acyp2"
341.320175212716,325.937789658287,236.06698788151,245.886561255916,"Ada"
0,0.958383417754604,2.47851934569191,1.31697318173305,"Adad1"
0,0,0,1.02526084125151,"Adad2"
313.295302781539,324.368627792591,398.714185659129,463.860007074322,"Adal"
2205.30622001315,2043.85605642787,2339.18529603349,2164.89086355372,"Adam10"
6.31684073622452,10.7726446627638,21.5116724005637,18.2865823027149,"Adam11"
1018.04592890982,828.536992047356,1580.40196347825,1421.53987089156,"Adam12"
1673.08658575979,1728.57509270174,3551.21271772262,3923.763531265,"Adam15"
2621.8895205698,2596.94299847126,4774.56215516412,5268.24278846556,"Adam17"
0,0.958383417754604,3.39693603372042,0,"Adam18"
901.266359246203,874.605769644656,1046.73597087256,923.392351644547,"Adam19"
53.4607506532493,62.5548444846514,76.9205653253482,97.4965312660752,"Adam1a"
1.21300053478072,1.43127956191512,0,0,"Adam1b"
0,0,0,0,"Adam2"
0,0,0,0,"Adam20"
3.59517649774492,2.87515025326381,2.26462402248028,3.07578252375453,"Adam21"
19.6501958845111,20.691361210687,32.8669729743453,28.1482020159835,"Adam22"
4290.32634069479,3559.36095846799,13158.2918673068,12023.3516506856,"Adam23"
0,0,0,0,"Adam24"
0,0,0,0,"Adam25"
0,0,0,0,"Adam26a"
0,0,0,0,"Adam26b"
4.53565846306441,9.52522394976112,6.50446876444195,7.61739064417249,"Adam28"
0,0,0,0,"Adam29"
1.96037481544332,0.181837088483294,2.46904075065765,4.09006564277005,"Adam3"
0,0,0,0,"Adam30"
1.66276389675406,2.27526098327694,1.69339711449422,9.3684101189711,"Adam32"
721.310110327819,809.780873427122,1291.50865323979,1105.97876381849,"Adam33"
0,0,0,0,"Adam34"
0,0,2.26462402248028,0,"Adam39"
20.6722648620333,11.5006010130552,6.79387206744085,14.3536517775211,"Adam4"
21.5710589864695,15.5495323496596,43.35007905094,39.9851728088089,"Adam5"
0,0,0,0,"Adam6a"
0,0,0,0,"Adam6b"
0,0,0,0,"Adam7"
1205.42566783826,1498.02827988801,14326.5276500806,19134.3971701272,"Adam8"
12197.1686256862,12136.4326994718,8665.85400163111,9868.83467288929,"Adam9"
6.29155887105362,1.91676683550921,0,0,"Adamdec1"
1945.63287942617,1665.59693547385,3110.98694958389,3084.21391593347,"Adamts1"
1950.43263779851,2215.32765595329,3510.01843134542,3048.31428374786,"Adamts10"
2406.97066524023,2456.33669970505,2745.85662725734,2569.30366817629,"Adamts12"
1.00220720856526,0,1.17747590966908,2.13588263688789,"Adamts13"
757.459610624993,715.837329336781,634.315734236188,648.569776542669,"Adamts14"
6.69033544516531,13.0615641178023,36.1129345461338,83.6284307402152,"Adamts15"
21.3890168422508,22.8942826795894,98.914182221567,52.7580704239686,"Adamts16"
12.9887085798803,51.8918762218045,95.6173226667631,114.539929131098,"Adamts17"
61.7650028774874,63.2154666493683,23.6444909736796,29.6388228358234,"Adamts18"
0.898794124436231,0.958383417754604,1.13231201124014,0,"Adamts19"
567.383655336473,487.589780078015,1938.99139025522,1842.91868310504,"Adamts2"
14.2572064956468,23.2505574948987,35.5865778823197,20.2741864504359,"Adamts20"
25.9174419561989,29.4379245173498,77.8375284887194,61.5553146354085,"Adamts3"
1387.05400664575,1413.39485605959,1422.94206649276,1301.06212515032,"Adamts4"
9311.50712915935,9037.55562942591,7350.969576971,7326.51397158329,"Adamts5"
1098.78388054268,1173.43251701036,712.111646852954,447.955865270473,"Adamts6"
402.77530301556,385.415630706708,1718.2980728183,1293.37620916163,"Adamts7"
16.9496830456069,12.3660688722915,48.3267193705897,52.917345080639,"Adamts8"
238.99462142602,205.949788467966,1281.07033827668,1345.5851880142,"Adamts9"
907.619606449611,1018.76345228097,476.65501875253,445.41664742146,"Adamtsl1"
0.898794124436231,0,17.0395320750101,26.8947404743747,"Adamtsl2"
757.859358267169,792.904481266523,486.636977174913,352.89822399054,"Adamtsl3"
41.574866992484,41.1828694448216,72.9786056828335,78.5056007727888,"Adamtsl4"
1354.17765092608,1554.2191656435,1137.0866898429,1066.93097535001,"Adamtsl5"
38.3701023543909,46.3390066315161,492.716944274097,685.53339955204,"Adap1"
26.1712200929015,15.1252800497983,415.134436326465,629.794520097162,"Adap2"
1045.31371733376,1063.5807260244,2053.98918979714,1746.12697103291,"Adar"
