ID,D0PF1,D0PF2,D7PF1,D7PF2
mmu-miR-5108,0,0,0,0
mmu-miR-5107-5p,3,0,0,0
mmu-miR-5107-3p,1,0,0,0
mmu-miR-5106,0,2,4,0
mmu-miR-5104b-5p,2,0,1,0
mmu-miR-5104,5,1,16,12
mmu-miR-5103,65,40,52,15
mmu-miR-5100,138,151,101,56
mmu-miR-5099,2728,2323,998,685
mmu-miR-5098,2,0,0,0
mmu-miR-505-5p,12,15,28,13
mmu-miR-505-3p,253,196,165,98
mmu-miR-504-5p,145,120,104,47
mmu-miR-504-3p,0,0,0,0
mmu-miR-503-5p,11212,11202,59650,37959
mmu-miR-503-3p,1727,1004,4855,3370
mmu-miR-501-5p,657,484,982,453
mmu-miR-501-3p,5940,3966,10242,5443
mmu-miR-500-5p,47,49,110,58
mmu-miR-500-3p,1152,773,1781,741
mmu-miR-499-5p,171,83,131,84
mmu-miR-499-3p,0,0,1,0
mmu-miR-497b,16,17,15,6
mmu-miR-497a-5p,2505,1325,3931,2135
mmu-miR-497a-3p,12,10,8,17
mmu-miR-496a-5p,24,12,24,11
mmu-miR-496a-3p,5261,2274,4852,3364
mmu-miR-495-5p,45,27,58,38
mmu-miR-495-3p,5425,2121,4431,3204
mmu-miR-494-5p,53,41,32,19
mmu-miR-494-3p,25554,14228,23699,14414
mmu-miR-493-5p,1976,1030,1950,1475
mmu-miR-493-3p,255,226,205,105
mmu-miR-491-5p,162,145,250,132
mmu-miR-491-3p,23,8,21,14
mmu-miR-490-5p,8,2,11,8
mmu-miR-490-3p,70,61,70,38
mmu-miR-489-3p,1,1,1,0
mmu-miR-488-3p,4,3,0,0
mmu-miR-487b-5p,8,1,3,3
mmu-miR-487b-3p,1544,792,1395,827
mmu-miR-486b-5p,813,691,880,535
mmu-miR-486b-3p,1,2,14,5
mmu-miR-486a-5p,813,691,880,535
mmu-miR-486a-3p,103,74,176,108
mmu-miR-485-5p,2097,1066,2695,1801
mmu-miR-485-3p,3174,1975,3683,1611
mmu-miR-484,42237,37889,25256,14264
mmu-miR-483-5p,386,237,304,129
mmu-miR-483-3p,1726,1325,593,326
mmu-miR-471-5p,0,0,0,0
mmu-miR-470-5p,1,0,0,1
mmu-miR-467h,1,0,1,0
mmu-miR-467g,1,0,0,1
mmu-miR-467f,0,0,1,2
mmu-miR-467e-5p,818,395,529,357
mmu-miR-467e-3p,31,21,38,17
mmu-miR-467d-5p,280,197,187,124
mmu-miR-467d-3p,1240,403,688,370
mmu-miR-467c-5p,679,395,325,234
mmu-miR-467c-3p,18,10,25,14
mmu-miR-467b-5p,2270,1810,1753,980
mmu-miR-467b-3p,7,0,1,1
mmu-miR-467a-5p,2270,1810,1753,980
mmu-miR-467a-3p,1242,403,688,370
mmu-miR-466q,17,9,8,5
mmu-miR-466p-5p,83,77,55,52
mmu-miR-466p-3p,1756,634,1237,686
mmu-miR-466o-5p,117,92,78,59
mmu-miR-466o-3p,1,0,4,0
mmu-miR-466n-5p,22,17,26,18
mmu-miR-466n-3p,109,83,78,44
mmu-miR-466m-5p,11,8,12,12
mmu-miR-466m-3p,37,32,19,15
mmu-miR-466l-5p,0,0,0,0
mmu-miR-466l-3p,8,4,3,2
mmu-miR-466k,51,38,38,26
mmu-miR-466j,0,1,3,2
mmu-miR-466i-5p,28,18,79,55
mmu-miR-466i-3p,77,44,76,30
mmu-miR-466h-5p,66,52,45,32
mmu-miR-466h-3p,274,140,143,95
mmu-miR-466g,84,61,45,52
mmu-miR-466f-5p,29,10,25,14
mmu-miR-466f-3p,190,79,100,57
mmu-miR-466f,29,10,25,14
mmu-miR-466e-5p,63,52,37,34
mmu-miR-466e-3p,1756,634,1237,686
mmu-miR-466d-5p,22,17,26,18
mmu-miR-466d-3p,512,186,413,273
mmu-miR-466c-5p,267,204,206,135
mmu-miR-466c-3p,1756,634,1237,686
mmu-miR-466b-5p,117,92,78,59
mmu-miR-466b-3p,1756,634,1237,686
mmu-miR-466a-5p,48,45,28,33
mmu-miR-466a-3p,1756,634,1237,686
mmu-miR-465c-5p,0,2,0,0
mmu-miR-465c-3p,0,0,0,0
mmu-miR-465b-5p,0,0,1,0
mmu-miR-465b-3p,0,0,0,0
mmu-miR-465a-3p,0,0,0,0
mmu-miR-463-5p,0,0,0,0
mmu-miR-463-3p,1,0,0,2
mmu-miR-455-5p,8566,8211,11719,7769
mmu-miR-455-3p,5263,4091,8289,6091
mmu-miR-452-5p,18,11,11,5
mmu-miR-452-3p,10,7,13,7
mmu-miR-451a,119,72,51,28
mmu-miR-450b-5p,1604,940,6056,4429
mmu-miR-450b-3p,2957,1662,5341,4009
mmu-miR-450a-5p,31004,19569,73612,57079
mmu-miR-450a-2-3p,127,134,253,139
mmu-miR-450a-1-3p,429,203,1334,1022
mmu-miR-449c-5p,124,139,29,27
mmu-miR-449c-3p,1,5,1,0
mmu-miR-449a-5p,278,184,128,105
mmu-miR-449a-3p,22,36,4,4
mmu-miR-448-5p,0,0,0,0
mmu-miR-448-3p,2,0,1,0
mmu-miR-434-5p,71148,71722,71231,46328
mmu-miR-434-3p,64707,42062,59843,39553
mmu-miR-433-5p,2451,1463,1436,1219
mmu-miR-433-3p,14049,8720,8269,6159
mmu-miR-432,0,0,1,0
mmu-miR-431-5p,5846,4062,4393,2502
mmu-miR-431-3p,1662,1783,744,506
mmu-miR-429-3p,10,5,3,2
mmu-miR-425-5p,6941,4426,7518,3713
mmu-miR-425-3p,1187,681,1277,663
mmu-miR-423-5p,10549,8111,7844,5454
mmu-miR-423-3p,24921,24316,14003,9404
mmu-miR-421-5p,15,10,10,12
mmu-miR-421-3p,3383,2286,1587,1224
mmu-miR-412-5p,781,604,469,356
mmu-miR-412-3p,64,42,62,34
mmu-miR-411-5p,68260,69021,68561,44461
mmu-miR-411-3p,14007,6544,15118,11002
mmu-miR-410-5p,109,47,46,33
mmu-miR-410-3p,24849,10503,15791,14145
mmu-miR-409-5p,23633,18612,24628,15611
mmu-miR-409-3p,12758,8385,11750,8772
mmu-miR-3968,777,401,850,576
mmu-miR-3964,1,0,0,0
mmu-miR-3963,0,0,3,5
mmu-miR-3960,1,0,2,0
mmu-miR-384-5p,3,0,0,0
mmu-miR-384-3p,0,2,0,2
mmu-miR-383-5p,72,70,509,433
mmu-miR-383-3p,0,0,1,9
mmu-miR-382-5p,16893,11469,19153,14048
mmu-miR-382-3p,9282,3754,12102,8189
mmu-miR-381-5p,114,50,87,79
mmu-miR-381-3p,28333,22683,32224,19957
mmu-miR-380-5p,1662,1235,1324,899
mmu-miR-380-3p,5029,4107,4026,2709
mmu-miR-379-5p,51485,27505,64963,46398
mmu-miR-379-3p,10012,5438,11349,7856
mmu-miR-378d,284,174,228,201
mmu-miR-378c,8389,7613,11005,5843
mmu-miR-378b,173,216,210,119
mmu-miR-378a-5p,1064,853,1579,646
mmu-miR-378a-3p,52724,42786,80605,41510
mmu-miR-377-5p,622,412,510,349
mmu-miR-377-3p,1569,729,1655,979
mmu-miR-376c-5p,50,23,37,26
mmu-miR-376c-3p,2380,1055,3362,1777
mmu-miR-376b-5p,535,442,1365,759
mmu-miR-376b-3p,8471,3728,15243,9563
mmu-miR-376a-5p,496,453,808,527
mmu-miR-376a-3p,1335,1118,1982,1008
mmu-miR-375-3p,12,14,6,5
mmu-miR-374c-5p,18,5,21,10
mmu-miR-374c-3p,633,387,2,1
mmu-miR-374b-5p,7280,2986,9462,4661
mmu-miR-370-5p,168,91,167,93
mmu-miR-370-3p,3580,3371,5238,3673
mmu-miR-369-5p,1341,568,1000,715
mmu-miR-369-3p,5552,2255,6896,5034
mmu-miR-365-3p,17527,11032,25038,15484
mmu-miR-365-2-5p,261,216,135,98
mmu-miR-365-1-5p,41,22,64,35
mmu-miR-363-5p,1,2,0,0
mmu-miR-363-3p,13,3,3,3
mmu-miR-3620-3p,0,0,0,0
mmu-miR-362-5p,6721,3796,16842,7532
mmu-miR-362-3p,4512,2237,8107,3827
mmu-miR-3618-5p,12,4,0,4
mmu-miR-3618-3p,6,4,0,1
mmu-miR-361-5p,14748,7642,11851,7333
mmu-miR-361-3p,3947,2531,2520,2020
mmu-miR-3572-5p,2,2,4,2
mmu-miR-3572-3p,9,5,3,3
mmu-miR-3569-5p,1,0,0,1
mmu-miR-3569-3p,2,2,1,0
mmu-miR-3552,0,1,0,0
mmu-miR-3547-3p,2,3,1,0
mmu-miR-3544-5p,1,0,1,0
mmu-miR-3535,525,492,800,410
mmu-miR-351-5p,30756,36815,58220,41006
mmu-miR-351-3p,1371,928,4330,2924
mmu-miR-350-5p,724,762,712,451
mmu-miR-350-3p,8318,6034,7000,3510
mmu-miR-34c-5p,273200,226959,228512,163112
mmu-miR-34c-3p,2955,1447,1600,1140
mmu-miR-34b-5p,4514,2729,4288,3522
mmu-miR-34b-3p,14109,5836,10636,7665
mmu-miR-34a-5p,37280,24474,21090,12423
mmu-miR-34a-3p,304,276,223,114
mmu-miR-3475-3p,27,10,9,5
mmu-miR-3474,14,2,6,5
mmu-miR-3473h-5p,12,8,19,5
mmu-miR-3473g,4,3,6,2
mmu-miR-3473f,1,1,4,3
mmu-miR-3473e,35,53,115,58
mmu-miR-3473d,100,86,48,34
mmu-miR-3473c,0,0,0,0
mmu-miR-3473b,76,134,470,231
mmu-miR-3473a,92,101,66,42
mmu-miR-3472,0,0,1,0
mmu-miR-3471,0,1,4,2
mmu-miR-3470b,60,71,57,28
mmu-miR-3470a,28,33,17,19
mmu-miR-346-5p,79,40,27,13
mmu-miR-345-5p,3681,3811,3474,1497
mmu-miR-345-3p,2481,2211,1676,1007
mmu-miR-344i,0,0,0,1
mmu-miR-344g-3p,23,29,15,8
mmu-miR-344f-3p,0,0,0,0
mmu-miR-344e-3p,0,0,0,0
mmu-miR-344d-3p,328,198,57,60
mmu-miR-344d-3-5p,16,8,0,2
mmu-miR-344d-2-5p,1,1,0,0
mmu-miR-344d-1-5p,1,1,0,0
mmu-miR-344c-5p,0,0,0,0
mmu-miR-344c-3p,55,45,25,14
mmu-miR-344b-5p,0,0,0,0
mmu-miR-344b-3p,282,250,207,154
mmu-miR-344-5p,0,0,1,0
mmu-miR-344-3p,386,318,492,351
mmu-miR-342-5p,254,151,432,247
mmu-miR-342-3p,17102,10452,23023,10875
mmu-miR-341-5p,154,284,157,80
mmu-miR-341-3p,18969,21158,21242,14473
mmu-miR-340-5p,24300,12367,42143,23528
mmu-miR-340-3p,855,532,966,568
mmu-miR-339-5p,9398,9273,15881,8073
mmu-miR-339-3p,725,820,861,412
mmu-miR-338-5p,263,96,29,8
mmu-miR-338-3p,353,326,31,25
mmu-miR-337-5p,16259,9423,15871,11221
mmu-miR-337-3p,2064,1814,2664,1509
mmu-miR-335-5p,15026,7143,26591,15375
mmu-miR-335-3p,6098,3535,14051,9680
mmu-miR-331-5p,740,642,583,374
mmu-miR-331-3p,4730,4149,5091,2894
mmu-miR-330-5p,390,326,376,206
mmu-miR-330-3p,511,382,443,241
mmu-miR-33-5p,213,201,750,425
mmu-miR-33-3p,113,70,211,98
mmu-miR-329-5p,22797,20539,8270,8809
mmu-miR-329-3p,13245,5401,13743,9241
mmu-miR-328-5p,10,2,8,9
mmu-miR-328-3p,5396,4314,4240,2475
mmu-miR-326-5p,6,3,1,0
mmu-miR-326-3p,882,1057,2907,1119
mmu-miR-325-5p,1,2,0,0
mmu-miR-325-3p,4,0,1,2
mmu-miR-324-5p,1647,1938,1432,735
mmu-miR-324-3p,732,693,602,368
mmu-miR-323-5p,11,11,17,12
mmu-miR-323-3p,1563,807,1721,1096
mmu-miR-322-5p,7774,4249,37422,22847
mmu-miR-322-3p,27917,17917,92844,56439
mmu-miR-320-5p,1,0,0,2
mmu-miR-320-3p,17221,11057,17104,11727
mmu-miR-32-5p,2127,1214,2087,1230
mmu-miR-32-3p,234,115,214,133
mmu-miR-3154,4,4,9,4
mmu-miR-3113-5p,8,3,1,0
mmu-miR-3113-3p,0,0,1,0
mmu-miR-3112-5p,2,0,1,1
mmu-miR-3112-3p,2,1,1,1
mmu-miR-3110-5p,159,217,66,32
mmu-miR-3110-3p,3,7,1,0
mmu-miR-3109-5p,77,79,33,25
mmu-miR-3109-3p,106,101,62,50
mmu-miR-3108-5p,55,31,34,11
mmu-miR-3108-3p,4,3,1,0
mmu-miR-3105-5p,3,1,1,0
mmu-miR-3105-3p,36,27,0,3
mmu-miR-3103-5p,2,0,1,0
mmu-miR-3103-3p,11,7,6,7
mmu-miR-3102-5p.2-5p,202,161,141,92
mmu-miR-3102-5p,7,4,6,0
mmu-miR-3102-3p.2-3p,173,218,103,63
mmu-miR-3102-3p,4580,5641,2120,1306
mmu-miR-3101-5p,9,0,14,4
mmu-miR-3101-3p,2,1,1,0
mmu-miR-3100-5p,2,3,1,2
mmu-miR-31-5p,34903,32610,26987,19491
mmu-miR-31-3p,2955,3067,2341,1419
mmu-miR-30e-5p,150004,125763,206995,114754
mmu-miR-30e-3p,3509,2068,3917,2702
mmu-miR-30d-5p,183629,139811,162924,89224
mmu-miR-30d-3p,1516,1006,1160,753
mmu-miR-30c-5p,83694,56730,74045,60512
mmu-miR-30c-2-3p,2201,1694,1008,770
mmu-miR-30c-1-3p,235,189,251,155
mmu-miR-30b-5p,26826,14473,43483,19279
mmu-miR-30b-3p,1253,881,740,453
mmu-miR-30a-5p,254841,241395,172475,110314
mmu-miR-30a-3p,6677,4143,4317,3198
mmu-miR-3099-3p,10,2,12,3
mmu-miR-3098-5p,21,14,6,2
mmu-miR-3098-3p,21,18,13,4
mmu-miR-3097-5p,7,7,8,2
mmu-miR-3097-3p,8,2,6,4
mmu-miR-3095-5p,26,20,15,12
mmu-miR-3095-3p,182,136,87,75
mmu-miR-3094-5p,20,7,10,4
mmu-miR-3094-3p,0,3,3,0
mmu-miR-3093-5p,2,0,0,0
mmu-miR-3092-5p,1,0,0,0
mmu-miR-3092-3p,18,21,9,2
mmu-miR-3091-5p,4,4,0,0
mmu-miR-3091-3p,38,59,15,17
mmu-miR-3090-5p,0,0,0,0
mmu-miR-3090-3p,6,1,14,6
mmu-miR-3089-5p,8,0,0,0
mmu-miR-3089-3p,50,47,9,8
mmu-miR-3088-5p,0,1,0,0
mmu-miR-3088-3p,9,0,5,4
mmu-miR-3087-5p,1,0,0,0
mmu-miR-3087-3p,0,3,1,0
mmu-miR-3086-5p,14,6,3,2
mmu-miR-3086-3p,3,1,2,0
mmu-miR-3085-5p,1,0,0,0
mmu-miR-3085-3p,3,0,0,0
mmu-miR-3084-5p,33,21,20,19
mmu-miR-3084-3p,104,113,88,47
mmu-miR-3083b-5p,1,0,0,0
mmu-miR-3083b-3p,0,0,0,0
mmu-miR-3083-5p,7,4,7,11
mmu-miR-3083-3p,3,0,3,1
mmu-miR-3082-5p,1,3,4,0
mmu-miR-3082-3p,21,21,20,6
mmu-miR-3081-5p,2,0,2,1
mmu-miR-3081-3p,414,479,256,170
mmu-miR-3080-5p,15,4,8,6
mmu-miR-3080-3p,19,10,6,3
mmu-miR-3079-5p,12,10,14,11
mmu-miR-3079-3p,2,1,6,0
mmu-miR-3078-5p,0,0,0,0
mmu-miR-3077-5p,3,9,1,1
mmu-miR-3077-3p,3,6,3,2
mmu-miR-3076-5p,3,8,6,3
mmu-miR-3076-3p,27,21,24,9
mmu-miR-3075-5p,28,29,6,1
mmu-miR-3075-3p,0,0,0,0
mmu-miR-3074-5p,45,19,29,8
mmu-miR-3074-2-3p,0,0,0,1
mmu-miR-3074-1-3p,17,6,6,4
mmu-miR-3073a-5p,0,0,0,0
mmu-miR-3073a-3p,10,8,26,22
mmu-miR-3072-5p,18,40,22,19
mmu-miR-3072-3p,623,766,639,332
mmu-miR-3071-3p,1,0,0,0
mmu-miR-3070-5p,2,6,4,1
mmu-miR-3070-3p,11,13,14,7
mmu-miR-3070-2-3p,11,3,5,6
mmu-miR-3069-5p,5,8,6,7
mmu-miR-3069-3p,20,21,19,7
mmu-miR-3068-5p,7355,6873,5887,3536
mmu-miR-3068-3p,1387,1047,1052,626
mmu-miR-3067-5p,1,0,3,0
mmu-miR-3067-3p,0,1,1,0
mmu-miR-3066-5p,100,50,67,43
mmu-miR-3066-3p,23,15,9,5
mmu-miR-3065-5p,15,18,10,9
mmu-miR-3065-3p,1,0,0,0
mmu-miR-3064-5p,30,19,35,12
mmu-miR-3064-3p,30,23,24,7
mmu-miR-3063-5p,0,1,0,0
mmu-miR-3063-3p,21,24,3,0
mmu-miR-3062-5p,39,18,15,11
mmu-miR-3061-5p,27,21,19,13
mmu-miR-3061-3p,49,46,6,9
mmu-miR-3060-5p,1,2,0,0
mmu-miR-3060-3p,47,32,33,18
mmu-miR-3059-5p,11,5,32,12
mmu-miR-3058-5p,23,23,20,9
mmu-miR-3058-3p,7,6,1,5
mmu-miR-3057-5p,29,26,18,10
mmu-miR-3057-3p,42,37,8,13
mmu-miR-302d-3p,0,1,0,0
mmu-miR-302b-3p,0,0,0,0
mmu-miR-301b-5p,11,11,19,6
mmu-miR-301b-3p,93,67,144,46
mmu-miR-301a-5p,1429,1454,593,419
mmu-miR-301a-3p,6337,5114,4072,2049
mmu-miR-300-5p,296,241,334,175
mmu-miR-300-3p,46375,40983,40364,28428
mmu-miR-29c-5p,116,67,83,52
mmu-miR-29c-3p,2049,1562,2190,1161
mmu-miR-29b-3p,4003,3589,3695,2026
mmu-miR-29b-2-5p,216,171,188,132
mmu-miR-29b-1-5p,246,156,83,107
mmu-miR-29a-5p,617,469,418,216
mmu-miR-29a-3p,461087,308066,215755,141626
mmu-miR-299b-5p,5,4,3,5
mmu-miR-299b-3p,19,12414,30,14
mmu-miR-299a-5p,8378,4180,8773,5314
mmu-miR-299a-3p,15956,12418,19614,13289
mmu-miR-298-5p,18974,16154,9399,6771
mmu-miR-298-3p,120,157,44,23
mmu-miR-297c-5p,19,21,10,4
mmu-miR-297c-3p,423,163,405,225
mmu-miR-297b-5p,102,72,68,65
mmu-miR-297b-3p,423,163,405,225
mmu-miR-297a-5p,117,88,71,40
mmu-miR-297a-3p,423,163,405,225
mmu-miR-296-5p,3350,2496,2476,1225
mmu-miR-296-3p,8337,10533,4396,3047
mmu-miR-295-5p,1,0,0,0
mmu-miR-295-3p,3,0,7,3
mmu-miR-294-5p,0,0,0,0
mmu-miR-294-3p,0,0,0,0
mmu-miR-293-5p,1,0,0,0
mmu-miR-293-3p,9,3,5,3
mmu-miR-292b-5p,0,0,0,0
mmu-miR-292a-5p,3,0,4,5
mmu-miR-292a-3p,0,0,1,2
mmu-miR-291a-5p,1,0,1,1
mmu-miR-291a-3p,0,0,2,0
mmu-miR-290a-5p,0,0,2,3
mmu-miR-28c,5,5538,1,3
mmu-miR-28a-5p,12424,5554,10827,7873
mmu-miR-28a-3p,8329,6606,7028,4717
mmu-miR-27b-5p,3409,2383,1345,1024
mmu-miR-27b-3p,870768,505177,642366,418774
mmu-miR-27a-5p,5934,5640,2079,1192
mmu-miR-27a-3p,113416,74531,75731,43699
mmu-miR-26b-5p,91044,42697,92042,61758
mmu-miR-26b-3p,416,272,292,189
mmu-miR-26a-5p,519150,271249,434546,282585
mmu-miR-26a-2-3p,1012,518,695,465
mmu-miR-26a-1-3p,177,89,93,55
mmu-miR-25-5p,414,398,189,98
mmu-miR-25-3p,69694,51512,47772,29914
mmu-miR-24-3p,197850,175429,112562,63457
mmu-miR-24-2-5p,10940,9599,7080,3859
mmu-miR-24-1-5p,646,463,521,326
mmu-miR-23b-5p,897,561,316,233
mmu-miR-23b-3p,129000,79964,78619,43615
mmu-miR-23a-5p,125,92,42,22
mmu-miR-23a-3p,295843,155838,135535,74419
mmu-miR-224-5p,3111,1757,3352,2581
mmu-miR-224-3p,33,13,19,8
mmu-miR-223-5p,260,126,1281,612
mmu-miR-223-3p,4857,1584,24258,9190
mmu-miR-222-5p,587,478,331,206
mmu-miR-222-3p,39572,35523,16384,12870
mmu-miR-221-5p,4170,3065,4092,2439
mmu-miR-221-3p,118161,86835,53825,38192
mmu-miR-22-5p,7203,4295,4540,2878
mmu-miR-22-3p,660644,434778,298684,193820
mmu-miR-21c,0,1,1,0
mmu-miR-21a-5p,3937820,2535738,7602399,4232036
mmu-miR-21a-3p,9937,5210,13446,15007
mmu-miR-219c-5p,37,30,21,11
mmu-miR-219c-3p,2,1,2,1
mmu-miR-219b-5p,3,4,1,3
mmu-miR-219b-3p,6,3,5,0
mmu-miR-219a-5p,10,10,23,10
mmu-miR-219a-2-3p,0,0,0,1
mmu-miR-219a-1-3p,91,73,44,41
mmu-miR-218-5p,14168,8191,10262,6962
mmu-miR-218-2-3p,32,27,11,6
mmu-miR-218-1-3p,68,40,101,49
mmu-miR-217-5p,0,3,2,0
mmu-miR-216c-5p,3,1,0,0
mmu-miR-216c-3p,1,1,0,0
mmu-miR-216b-5p,0,0,1,1
mmu-miR-216b-3p,0,0,0,0
mmu-miR-216a-5p,0,0,0,0
mmu-miR-215-5p,128,72,28,18
mmu-miR-215-3p,2,1,0,0
mmu-miR-214-5p,8402,7220,5569,3146
mmu-miR-214-3p,96617,75906,76524,36693
mmu-miR-2136,0,1,0,0
mmu-miR-212-5p,1596,1029,485,357
mmu-miR-212-3p,903,825,313,201
mmu-miR-211-5p,1,0,1,0
mmu-miR-210-5p,73,58,186,78
mmu-miR-210-3p,13105,8415,29861,13591
mmu-miR-20b-5p,3,9,0,1
mmu-miR-20b-3p,0,0,0,0
mmu-miR-20a-5p,66947,38063,35125,20191
mmu-miR-20a-3p,245,139,102,53
mmu-miR-208b-3p,0,1,0,0
mmu-miR-208a-3p,0,0,0,0
mmu-miR-207,0,1,0,0
mmu-miR-206-5p,2,0,0,0
mmu-miR-206-3p,0,1,3,0
mmu-miR-205-5p,15,17,9,9
mmu-miR-204-5p,286,155,1248,810
mmu-miR-204-3p,1,0,8,0
mmu-miR-203b-3p,0,0,2,1
mmu-miR-203-5p,0,0,6,1
mmu-miR-203-3p,537,250,1556,1063
mmu-miR-202-5p,1,1,1,0
mmu-miR-201-5p,1,0,13,13
mmu-miR-201-3p,0,0,0,1
mmu-miR-200c-5p,1,1,1,0
mmu-miR-200c-3p,78,39,146,55
mmu-miR-200b-5p,2,0,3,0
mmu-miR-200b-3p,68,32,49,32
mmu-miR-200a-5p,1,1,0,0
mmu-miR-200a-3p,97,95,35,21
mmu-miR-1b-5p,4,4,2,4
mmu-miR-1b-3p,22,12,14,8
mmu-miR-1a-3p,0,0,0,0
mmu-miR-1a-2-5p,0,1,1,0
mmu-miR-1a-1-5p,0,0,0,0
mmu-miR-19b-3p,50577,28921,23801,11111
mmu-miR-19b-1-5p,80,60,35,21
mmu-miR-19a-5p,4,3,4,2
mmu-miR-19a-3p,14042,8008,6539,3160
mmu-miR-199b-5p,196211,132751,254331,174166
mmu-miR-199b-3p,1247618,627242,1411012,1000195
mmu-miR-199a-5p,1956056,1587537,1472280,900246
mmu-miR-199a-3p,1247618,627242,1411012,1000195
mmu-miR-1983,24763,14744,5152,4187
mmu-miR-1982-5p,0,1,0,0
mmu-miR-1982-3p,19,23,25,24
mmu-miR-1981-5p,886,797,674,427
mmu-miR-1981-3p,444,360,343,215
mmu-miR-1970c-5p,3,2,1,4
mmu-miR-1970c-3p,3,0,1,0
mmu-miR-1970b-5p,10,4,0,0
mmu-miR-1970,0,1,1,0
mmu-miR-196b-5p,3,1,1,7
mmu-miR-196a-5p,49,72,65,69
mmu-miR-196a-1-3p,11,4,5,9
mmu-miR-1969,24,17,19,10
mmu-miR-1968-5p,5,4,3,0
mmu-miR-1967,0,0,1,0
mmu-miR-1966-5p,3,1,1,2
mmu-miR-1966-3p,3,7,4,4
mmu-miR-1964-5p,0,0,5,1
mmu-miR-1964-3p,178,167,128,80
mmu-miR-1960,8,8,2,1
mmu-miR-195a-5p,2116,750,5538,2468
mmu-miR-195a-3p,164,104,240,140
mmu-miR-1958,5,1,4,4
mmu-miR-1956,3,0,1,1
mmu-miR-1955-5p,86,78,49,34
mmu-miR-1955-3p,13,19,9,2
mmu-miR-1954,16,14,6,2
mmu-miR-1953,38,33,27,27
mmu-miR-1951,2,1,0,0
mmu-miR-1950,6,5,9,5
mmu-miR-1949,78,86,47,22
mmu-miR-1948-5p,95,36,107,67
mmu-miR-1948-3p,101,49,72,61
mmu-miR-1947-5p,5,6,19,6
mmu-miR-1946b,17,13,1,0
mmu-miR-1946a,16,18,1,2
mmu-miR-1945,71,59,15,17
mmu-miR-1943-5p,224,187,190,101
mmu-miR-1943-3p,97,118,53,40
mmu-miR-1941-5p,0,1,1,0
mmu-miR-1941-3p,7,9,6,2
mmu-miR-194-5p,8383,6003,5583,3326
mmu-miR-194-2-3p,31,25,15,7
mmu-miR-194-1-3p,0,2,0,0
mmu-miR-193b-5p,106,73,205,117
mmu-miR-193b-3p,2957,2424,8009,3667
mmu-miR-193a-5p,1353,989,788,551
mmu-miR-193a-3p,326,280,961,466
mmu-miR-1938,5,10,5,4
mmu-miR-1936,1,1,0,0
mmu-miR-1934-5p,43,43,32,26
mmu-miR-1934-3p,13,3,7,4
mmu-miR-1933-5p,6,4,6,4
mmu-miR-1933-3p,21,24,8,7
mmu-miR-1932,1,0,0,1
mmu-miR-1931,9,20,8,6
mmu-miR-1930-5p,47,40,39,22
mmu-miR-1930-3p,4,5,1,2
mmu-miR-1929-5p,17,8,13,9
mmu-miR-1929-3p,1,0,1,0
mmu-miR-1927,6,9,3,1
mmu-miR-192-5p,4967,3471,3420,2114
mmu-miR-192-3p,10,1,1,0
mmu-miR-1912-5p,0,2,0,0
mmu-miR-1912-3p,1,0,0,0
mmu-miR-191-5p,114373,81293,113540,71293
mmu-miR-191-3p,257,153,179,117
mmu-miR-190b-5p,154,109,95,55
mmu-miR-190b-3p,14,3,5,5
mmu-miR-190a-5p,3165,2339,1445,1002
mmu-miR-190a-3p,158,121,99,65
mmu-miR-1902,0,0,0,1
mmu-miR-18b-5p,1,2,0,1
mmu-miR-18b-3p,0,1,0,0
mmu-miR-18a-5p,5758,4104,1960,1140
mmu-miR-18a-3p,151,175,93,31
mmu-miR-1895,2,2,14,15
mmu-miR-1893,0,1,0,0
mmu-miR-188-5p,239,209,699,295
mmu-miR-188-3p,65,61,141,55
mmu-miR-187-5p,5,8,2,1
mmu-miR-187-3p,81,66,70,39
mmu-miR-186-5p,36213,27552,20979,12290
mmu-miR-186-3p,263,168,145,109
mmu-miR-185-5p,18801,12756,19799,11662
mmu-miR-185-3p,275,354,221,142
mmu-miR-1843b-5p,2097,1574,1639,1130
mmu-miR-1843b-3p,202,140,211,131
mmu-miR-1843a-5p,2134,1604,1837,1298
mmu-miR-1843a-3p,76,49,124,96
mmu-miR-184-5p,1,0,0,1
mmu-miR-184-3p,264,171,1821,1340
mmu-miR-1839-5p,4995,2446,5900,3947
mmu-miR-1839-3p,426,260,430,221
mmu-miR-183-5p,401,205,342,228
mmu-miR-183-3p,3,0,4,1
mmu-miR-182-5p,720,460,565,342
mmu-miR-182-3p,0,0,0,0
mmu-miR-181d-5p,5018,3901,3343,2399
mmu-miR-181d-3p,15,17,9,6
mmu-miR-181c-5p,5315,3402,1609,1055
mmu-miR-181c-3p,544,432,596,345
mmu-miR-181b-5p,31576,23020,36213,23310
mmu-miR-181b-2-3p,34,24,26,26
mmu-miR-181b-1-3p,323,189,330,193
mmu-miR-181a-5p,89545,63436,87642,52649
mmu-miR-181a-2-3p,277,178,509,362
mmu-miR-181a-1-3p,2897,1921,3614,2245
mmu-miR-17-5p,39864,25706,16449,8965
mmu-miR-17-3p,8111,6711,3793,1856
mmu-miR-16-5p,55473,29439,110594,50775
mmu-miR-16-2-3p,717,423,569,285
mmu-miR-16-1-3p,1990,1837,2517,1771
mmu-miR-15b-5p,19766,8865,19356,12700
mmu-miR-15b-3p,4586,2752,4061,2454
