"","target_id","D0_PF_1","D0_PF_2","D7_PF_1","D7_PF_2","D0_SAG_1","D0_SAG_2","D7_SAG_1","D7_SAG_2","Trend"
"2256","Siglece",5.121371,3.041115,102.6964,129.6295,4.820473448,2.930215154,17.92102258,57.02517771,"UBT"
"2258","Slc22a18",65.93912,54.41759,233.9341,213.3032,67.55256344,50.71239406,227.5695501,179.462349,"UBT"
"2259","Rgs7bp",99.81993,111.9652,324.1092,432.7321,78.62482605,71.29126151,121.6867142,122.4674498,"UBT"
"2262","Pld2",216.7798,226.0065,454.1835,552.9596,255.2712107,260.4695892,355.7226801,392.6623135,"UBT"
"2264","Icam1",1448.245,1438.317,2133.2,2322.211,1585.718654,1468.615039,2392.023322,2487.111711,"UBT"
"2266","Ap3d1",967.6392147,952.6428884,1497.224408,1585.535386,1004.347581,1003.119736,1299.706938,1234.855752,"UBT"
"2267","Rasgef1a",1.839152,3.106505,67.22042,79.78652,4.999095877,5.546207136,11.53674547,18.58047975,"UBT"
"2269","Scd2",17178.43,13999.11,40306.74,36766.72,11999.99917,11703.42142,45749.27871,41808.28276,"UBT"
"2270","Tom1",137.0738,155.6281,313.6432,337.1287,182.847602,157.0113772,234.3005545,228.6576474,"UBT"
"2272","Trim12a",358.2131,426.4306,1058.886,914.1856,588.8204265,420.3011541,1353.484805,1180.115668,"UBT"
"2273","Tdrd7",116.2095,112.2564,264.9112,285.461,116.5931553,129.4217272,299.6734575,325.2272841,"UBT"
"2275","Usp11",616.7516,572.3222,1102.192,1013.999,718.5978118,679.1482678,1427.965616,1482.497732,"UBT"
"2277","Gsap",53.13261,56.27068,165.1777,207.554,41.74667162,42.86766599,77.45509088,101.9120941,"UBT"
"2278","Egfr",180.372239,180.8383898,410.0969579,403.6583716,165.9122473,152.7351121,518.9397528,447.4368335,"UBT"
"2280","Pkib",26.41336,10.34113,686.0503,886.8874,50.41144631,10.12289022,121.1473646,92.84965771,"UBT"
"2281","Col24a1",6.254649368,4.118489633,66.80027606,69.09504773,6.34210753,5.559511709,57.84783471,56.22554369,"UBT"
"2282","Smdt1",973.7865,997.5919,1497.284,1621.3,948.0845151,1075.694386,1400.122526,1590.894902,"UBT"
"2284","Slc16a10",103.8299,94.35851,458.1984,697.1971,94.55561745,55.09398021,100.0797019,182.7312846,"UBT"
"2286","Olfr132",0.8987941,0,69.07103,118.9303,0,0.924367856,6.292770257,9.500012993,"UBT"
"2287","C1qtnf7",28.76141198,14.37575127,339.6867018,313.0579538,23.45276711,23.7370218,239.0605249,134.0656687,"UBT"
"2288","5730409E04Rik",1031.67618,1029.336277,1687.600453,1609.697007,1115.142356,1107.09304,1753.960641,1823.944116,"UBT"
"2289","Creg1",1291.841614,1318.279128,6980.752349,11213.27568,1118.011868,1192.999247,2240.675776,2953.203603,"UBT"
"2292","Tep1",1851.516,1930.184,3795.51,4600.345,1760.911931,1758.147662,1825.952169,1905.280384,"UBT"
"2293","Trio",3927.73,3826.825,5624.194,5537.434,3771.986711,3627.219467,5398.148085,4104.005613,"UBT"
"2295","Dchs2",51.23126509,63.25330557,207.2130981,204.0269074,49.83713011,33.27724282,219.1981639,235.3892108,"UBT"
"2298","Lnx1",9.869926,7.081401,107.9311,102.6126,18.22440575,25.66583426,111.8145912,108.9702303,"UBT"
"2302","Rab11b",2147.035,2249.637,3207.296,3303.823,2244.628022,2079.881793,3395.733438,3429.759693,"UBT"
"2303","Frem1",33.18000608,28.45980496,343.1436885,266.9027458,60.87704529,48.73613947,378.9734162,236.2536773,"UBT"
"2304","Mrpl27",471.0937,496.0163,823.2014,832.3231,477.7763352,489.338886,820.2059739,887.8188576,"UBT"
"2305","Mvk",878.6071,803.625,1314.821,1357.937,745.3692194,707.458303,1875.793677,1899.571445,"UBT"
"2306","Prkra",461.6419,438.3738,789.9376,803.1417,470.01783,445.082937,853.871688,868.4304356,"UBT"
"2307","Osm",3.363646,6.578109,77.50424,115.0714,2.436452017,1.152649252,18.32830763,21.83840814,"UBT"
"2308","Srd5a3",494.4364,542.8993,906.8128,1025.842,470.2031121,542.6510904,658.6848343,668.545314,"UBT"
"2310","Atp6v0d2",30.60014424,32.61586971,241.4213639,427.6379355,21.98516575,21.27178836,38.95009785,60.45972667,"UBT"
"2315","Atp1b1",379.2510842,399.3457916,743.5851581,649.6222629,293.5607761,285.6860209,483.9500333,482.0645587,"UBT"
"2317","Atp6v1a",2964.314402,2970.579748,7346.866955,9514.763936,3347.320326,3037.208163,4561.243936,4492.073173,"UBT"
"2321","Shank1",175.7095,178.0317,550.3081,560.2951,226.2402719,178.2485054,705.4948189,724.5017205,"UBT"
"2323","Fndc3a",631.6081022,606.1420056,1006.124741,1101.98978,676.4196268,705.6540779,827.8880672,788.8064869,"UBT"
"2324","Emb",586.7768662,476.7018142,1914.375682,2563.390308,298.0716235,266.567688,881.8708355,413.3198537,"UBT"
"2326","Otulin",931.1507,931.5487,1494.652,1711.16,882.4103626,876.3007275,1067.673354,1176.946054,"UBT"
"2328","Slc25a11",846.9479,843.5902,1372.347,1576.501,828.9177321,790.8194643,1330.644595,1422.408639,"UBT"
"2329","Ttc5",855.652,907.5891,1391.58,1471.249,942.019479,917.897281,1307.847418,1429.224177,"UBT"
"2331","Nostrin",25.3688,18.8839,180.6637,219.2422,16.61807111,11.78888389,68.88820219,71.70622784,"UBT"
"2335","Klhl6",4.055014,9.019629,134.1989,180.914,1.673235779,1.585013596,21.93553726,39.66034241,"UBT"
"2338","Fam234a",356.1696724,351.4614551,700.0778276,851.2301928,379.5475795,357.2851092,589.8297496,593.9810958,"UBT"
"2339","Rnf166",258.5893,265.5957,500.3605,539.9818,294.3175363,280.5315335,452.0104358,474.663452,"UBT"
"2342","Ndufb8",1145.233,1161.423,1691.969,1887.126,1075.347145,1026.975788,1483.555131,1796.443246,"UBT"
"2343","Bad",706.0956101,688.216698,1155.397377,1120.679767,787.964489,780.7816986,1257.463767,1305.061426,"UBT"
"2344","Plcl2",294.8045,290.3902,843.5724,1143.166,211.074904,232.9406997,513.909571,590.0563626,"UBT"
"2345","Galnt5",40.60390821,31.0028431,160.4062976,129.6513476,30.052625,39.26804324,251.2131197,280.1747746,"UBT"
"2347","Cdk20",104.5356163,103.6840997,252.1889704,325.2202161,79.07044595,75.6602104,158.7711611,174.1326219,"UBT"
"2348","Raly",5543.578,5500.725,7533.39,8086.016,4714.734417,4713.406773,7206.233045,7335.827783,"UBT"
"2349","Il2rg",44.50684,37.09645,249.891,405.4891,23.24262759,22.49355972,41.4705177,93.55984817,"UBT"
"2351","H2-Ke6",142.3568,171.9072,349.4749,388.1764,149.6438161,166.9842315,247.5850284,288.9916227,"UBT"
"2352","Fam69a",117.3023347,101.5886426,269.4902583,282.1187245,105.339324,108.2262651,262.1987607,292.3892887,"UBT"
"2353","Nmral1",271.8949,249.9123,530.8999,534.6976,214.2269967,243.0266459,408.5037184,451.410449,"UBT"
"2354","Npy",13.48191,10.54222,189.0961,178.3954,2.931595889,1.848735712,39.85421163,49.61117896,"UBT"
"2358","Rhobtb2",486.2834,498.8255,972.2984,870.2285,488.3620491,479.4977397,1027.787486,1077.508123,"UBT"
"2359","Lrp1",4704.435,4637.407,7792.7,9026.815,5128.436588,4860.696099,6116.756302,5256.844628,"UBT"
"2360","D6Wsu163e",130.8698593,124.1417203,288.9872546,313.2217804,135.6993743,148.4540312,198.4556964,262.1466776,"UBT"
"2362","Trappc1",886.7865,924.7811,1391.761,1562.484,858.6492272,844.803337,1378.914846,1469.348206,"UBT"
"2365","AI464131",319.3180048,295.6046994,579.4006562,561.9554771,371.5488403,355.3887685,916.4220222,793.287466,"UBT"
"2368","Col18a1",1521.438447,1559.983999,2564.237178,2964.581758,1451.649454,1362.349811,2658.919733,2201.448138,"UBT"
"2373","Pgm2",1999.597,1801.021,3140.214,3441.826,1863.549846,1804.998303,2589.398388,2729.686468,"UBT"
"2374","Slc27a6",102.4625,71.87876,399.7061,353.715,77.19869175,78.57126776,265.3451458,154.1113219,"UBT"
"2377","Agmo",6.897190462,12.39536975,107.3102266,105.8855231,10.71387686,10.94627294,86.29301287,77.76045362,"UBT"
"2378","Slc36a1",371.521,379.7769,614.5011,696.3647,388.3024708,381.8301206,530.2342341,480.8559774,"UBT"
"2379","Cd82",249.8621351,238.4633393,535.2198495,668.4432912,194.3645112,185.4788117,349.3447089,394.7772872,"UBT"
"2380","Iscu",1273.523,1251.113,1869.588,2005.054,1268.095401,1270.786526,2033.612093,2305.864279,"UBT"
"2382","Gab3",7.073371594,14.38227117,160.8328305,207.9916086,7.043332362,10.55835415,35.5797205,34.32949813,"UBT"
"2383","Tgfbr2",12650.06,12692,17354.99,17861.22,12018.72104,11436.33035,21371.14336,20943.74831,"UBT"
"2386","Pctp",251.3043,249.9027,731.312,998.294,188.9865351,188.4732218,198.2222631,247.5229122,"UBT"
"2387","Mt2",168.2572,133.2745,371.8196,384.335,145.330685,133.328014,203.6322054,217.9010387,"UBT"
"2388","Tm7sf2",65.93005,70.61939,200.6416,213.7645,60.55519339,76.87194467,227.2855204,250.4385091,"UBT"
"2389","Fut4",46.73729447,44.08563722,152.8621215,179.4206472,40.06514382,43.44528923,108.0258894,85.50011694,"UBT"
"2391","Batf",29.62660669,17.12808281,196.6309803,239.3045889,14.07388772,15.22310833,100.2556498,127.5454766,"UBT"
"2392","Cox4i2",9.048271487,5.788786958,127.5526033,149.5412967,2.951369117,9.305914901,26.39505277,45.60093351,"UBT"
"2397","Vmac",401.0572,423.4012,767.8042,728.1721,446.167433,431.4514647,821.35868,798.5161133,"UBT"
"2398","Ampd3",158.967633,102.4926379,936.350671,1304.567236,115.3271472,102.2344542,189.1754839,258.6722522,"UBT"
"2402","Rabac1",1748.545,1911.036,2706.298,2876.166,1901.918755,1767.366009,2978.320179,3469.342932,"UBT"
"2403","Prickle1",394.3034,329,1007.215,858.2412,451.618099,451.5476449,1154.590989,816.9455133,"UBT"
"2405","Dhdh",39.85833836,34.25398925,131.8170674,168.8537865,25.77890024,44.85718244,46.24068338,59.44367259,"UBT"
"2409","Hpse",113.7165,97.62615,1430.892,3014.395,75.41119006,61.77803801,172.7336905,190.1184414,"UBT"
"2412","Psme2b",18.59203,11.67766,145.8493,168.697,8.086031183,6.178243363,11.30332754,14.35016003,"UBT"
"2413","Dtnbp1",1961.177748,1809.169551,3455.087697,4035.346888,1691.815123,1587.486655,2257.840827,2441.035774,"UBT"
"2415","Zfp395",28.70463,33.75926,109.3506,142.9327,25.24976601,29.05679019,76.27565775,86.60707015,"UBT"
"2417","Sfrp1",1885.67,1270.305,14581.71,24062.87,1278.17673,1296.890819,8147.051897,2445.729496,"UBT"
"2419","Fth1",43795.5413,43287.30383,143367.6853,203363.5636,40867.42389,37739.16623,53827.30798,67041.59169,"UBT"
"2420","Fzd4",213.4030722,173.4676177,925.0989132,1384.789659,236.4820684,204.6457881,534.2253369,274.6899778,"UBT"
"2421","Mpv17",728.6729,697.2999,1155.699,1189.574,794.4865705,812.1290169,1203.497005,1293.813814,"UBT"
"2423","Mrvi1",9.382684,8.99838,76.09243,62.92959,14.79151801,10.05238032,84.11171076,78.24082252,"UBT"
"2424","Uqcrh",3047.404,3054.385,4428.054,4384.495,3005.9827,2927.794026,4553.647208,5594.880001,"UBT"
"2425","Gm6548",367.6083,387.1887,803.9551,681.8054,391.8603536,364.2075095,960.7063147,913.0611552,"UBT"
"2426","Tecr",2038.05,2068.579,2878.53,3116.505,1825.457932,1803.040974,3085.561846,2968.818597,"UBT"
"2428","Col15a1",6.214735021,4.847464343,58.07977287,87.7827058,3.908794519,4.25150006,36.6051813,26.51945353,"UBT"
"2429","Amigo2",86.28423595,71.87875633,268.3579467,215.3047767,58.63191778,55.46207136,188.7831077,124.5557259,"UBT"
"2430","Aldh1a2",220.2045605,251.0964555,1238.74934,1977.728163,109.4462465,102.604832,254.8571954,231.1669828,"UBT"
"2431","A630001G21Rik",238.0242932,212.7792,710.8406588,752.3938312,167.0242925,169.0136335,253.3947803,308.1719344,"UBT"
"2434","Slc8b1",224.252,239.8564,711.3384,981.3074,299.0373146,244.1015616,474.0842359,443.1354794,"UBT"
"2435","Pcdh1",48.15895,45.22491,152.3672,194.3808,40.94671495,52.07205638,135.7344215,80.69751858,"UBT"
"2436","Ndufb11",1823.653,1911.975,2684.712,2878.932,1782.410301,1803.441687,2745.745422,3175.115454,"UBT"
"2437","Bmt2",1089.572188,998.9401993,1687.869175,1589.883064,1231.109821,1164.329613,1526.988895,1294.771317,"UBT"
"2439","Ppp1r9b",3111.97,3126.221,5152.297,5973.499,2943.442738,2818.825602,4378.856144,4305.6707,"UBT"
"2441","Dpm3",562.8929313,540.2776735,974.957667,1146.575568,484.9384658,542.6343073,877.0552923,1048.668828,"UBT"
"2443","Ap2s1",1216.000353,1295.963492,2378.337953,2834.971739,1287.092033,1262.014468,1925.146898,2111.947151,"UBT"
"2444","Trappc2l",256.3644,229.6286,461.7431,515.7434,298.146703,277.7774219,423.2093764,472.7551131,"UBT"
"2447","Gna15",25.16624,15.38808,188.3052,282.3804,26.03640042,15.71425355,55.88408126,65.32314548,"UBT"
"2450","Ttc7b",158.6188,174.7465,326.7216,362.7783,173.8472081,198.4947439,286.0125092,288.9884139,"UBT"
"2451","Ly6a",3610.827,2868.46,7851.335,7886.636,2367.875651,2511.991861,6003.952048,4885.052488,"UBT"
"2452","Acat1",220.0879891,202.4225945,405.6124907,387.147806,179.3240484,176.7755814,410.5456268,444.743621,"UBT"
"2453","Paxx",187.5615,198.8699,463.3569,389.5199,198.7925393,227.4360616,471.6060127,580.1088868,"UBT"
"2454","Glt8d1",1402.519756,1348.267794,2199.58042,2010.214799,1397.668117,1337.901415,2600.489149,2602.508421,"UBT"
"2457","Camkk2",396.2061743,359.0171351,705.4022626,821.2888522,353.2861893,335.2976957,467.5514147,531.8515453,"UBT"
"2458","Tmem158",61.118,60.37816,182.3022,236.8353,52.768726,53.61333565,154.1728713,143.5557519,"UBT"
"2459","Aamdc",281.9872954,279.6736466,588.6842031,511.5102827,282.713454,301.8529841,762.2241322,963.3099449,"UBT"
"2460","Il7r",45.97204,24.91804,360.0752,350.7015,9.81816677,10.24413988,33.66106427,57.00007796,"UBT"
"2462","Igfals",2.696382,3.833534,121.1574,133.2839,4.885993148,1.848735712,109.0746844,123.5001689,"UBT"
"2463","9930012K11Rik",171.5187447,169.8690826,402.0335548,382.54382,165.2183427,177.8310013,377.2903636,404.5871416,"UBT"
"2464","Ebf3",314.745914,300.8277898,1071.398836,807.5908821,398.5359033,437.276608,1024.739314,706.8897201,"UBT"
"2467","Agtr1a",9.316449824,11.18552331,65.85445312,56.70066055,9.333045644,9.107226611,38.77991971,53.39482405,"UBT"
"2469","Nudt9",593.8637,601.1343,929.6858,1059.729,625.6919056,580.355276,733.8290063,794.0642419,"UBT"
"2470","4930404N11Rik",2.945468384,3.979924071,40.17981914,71.96001247,0.874878146,2.461694656,6.721072782,8.716986762,"UBT"
"2471","Zfp703",320.3146,315.0476,579.1572,666.529,411.375661,368.5565419,421.8498769,380.2068464,"UBT"
"2472","Slc12a7",344.8869,388.6753,1178.087,1628.105,418.2169233,373.6476861,590.3615783,515.7741681,"UBT"
"2476","Pstpip1",102.354,110.7232,391.3491,571.3291,113.9011502,122.5042435,138.1401488,161.2807666,"UBT"
"2477","Mfsd6",199.4619,168.5254,760.5272,1115.988,120.1576226,124.4634261,204.7120897,235.3492214,"UBT"
"2478","P3h3",1224.973,1308.244,2377.117,2085.254,1345.36521,1319.191146,2717.030338,2738.868677,"UBT"
"2479","Ccdc28b",104.556132,94.97570314,261.5866421,292.2645904,123.5250685,97.26617476,310.0305027,335.8484516,"UBT"
"2481","Ero1lb",282.0468126,264.9554502,745.7907235,998.4375057,266.7546776,247.5474241,306.5355395,340.01693,"UBT"
"2483","Sipa1",865.1069,907.9994,2549.659,3481.927,759.932681,695.9155544,1164.822146,1269.054285,"UBT"
"2484","Eva1b",1523.445013,1609.0175,2469.287217,2263.338888,1515.170521,1526.055357,3275.912417,3353.44158,"UBT"
"2488","Plppr3",21.54443,28.42195,91.76572,108.7452,22.66853974,30.32551012,63.00978841,65.53749841,"UBT"
"2489","Ifit1",201.3299,165.8003,3300.005,1737.817,186.7233965,150.6719605,5313.195687,4008.997608,"UBT"
"2490","Zfp651",1075.979,1240.974,2038.079,1988.753,1232.162175,1245.561896,2490.592453,2525.789187,"UBT"
"2491","P2rx5",30.87919,25.63418,122.3476,103.7018,53.98172793,45.86856541,257.7471726,269.5225123,"UBT"
"2492","Cnmd",0,0,23.29524231,12.14605385,19.99667109,17.65712533,364.8610955,550.4976067,"UBT"
"2493","Hk1",471.6877,474.5611,751.3306,783.7547,460.5073403,456.0918785,712.7613295,753.6838502,"UBT"
"2494","Aatk",33.44762234,51.05159081,449.0013,710.7183238,40.5911243,57.08108473,153.1799348,88.93619102,"UBT"
"2495","Gstt2",24.34201,30.17892,161.3307,132.2169,42.88177847,46.46935505,187.2843522,200.6200852,"UBT"
"2496","Osgep",1255.786,1388.003,2172.005,2116.584,1200.99083,1278.687444,1748.769289,2035.81136,"UBT"
"2498","Gdi2",7212.835235,7000.157581,9901.637384,10090.99857,6658.105259,6461.994144,8821.296225,9325.511927,"UBT"
"2500","Oplah",40.55908,46.31762,143.2003,160.2561,67.39615772,39.42203249,138.0421667,155.5421973,"UBT"
"2501","Stx8",379.9744,395.9512,758.2933,804.937,461.6774158,454.6581094,889.703019,996.5608473,"UBT"
"2506","Galm",318.2715348,326.1476663,594.9083626,566.5478991,341.8207743,324.3154074,539.3395673,519.1678213,"UBT"
"2507","Tsc22d3",1158.298,1219.087,1742.159,1927.56,1266.548346,1278.360292,1799.229008,1908.569179,"UBT"
"2508","Tmem242",1244.969,1265.498,1871.979,1925.759,1182.574686,1200.398549,1755.320121,1957.861498,"UBT"
"2510","Lamp1",17288.71,17390.41,35311.17,43743.98,18047.02814,17574.62405,23182.63188,23103.77963,"UBT"
"2511","Rbm43",393.0841,382.7687,703.5806,812.0165,376.5224745,389.5604821,805.0985896,773.7001649,"UBT"
"2512","Pamr1",155.0726,119.936,903.5207,626.3491,171.0751398,166.6404099,1073.950451,839.0771608,"UBT"
"2513","3632451O06Rik",446.2220824,496.0544158,1894.364235,1393.560036,555.4989715,490.8619471,3228.922927,3750.783528,"UBT"
"2517","Fam50a",1621.314324,1506.589559,2267.524766,2411.543961,1541.701577,1491.223894,1976.12856,1998.882153,"UBT"
"2518","Fnbp1",1864.647978,1662.947876,3055.374589,3412.155206,1540.566109,1419.302643,1938.227945,1948.495436,"UBT"
"2520","Nrbp2",398.2744,442.0757,766.7275,739.2131,464.4241559,480.7007408,1028.058651,817.0011174,"UBT"
"2522","Gpr108",1415.601,1543.956,2303.123,2533.42,1585.993376,1510.417077,2153.176223,2200.836343,"UBT"
"2524","Pcsk9",75.49871,49.83594,303.4596,351.6645,66.44950682,73.94942848,341.9071839,194.2224879,"UBT"
"2527","Tmod1",0.3038385,0.2372559,19.2032,23.11821,0.884767633,1.149647686,1.757339565,3.697445431,"UBT"
"2528","B3gnt9",1215.821958,1340.407078,2310.525344,2083.03825,1492.034966,1306.871478,3182.256574,3053.838643,"UBT"
"2529","Cand2",863.2240889,890.4326974,1680.440966,1448.812116,857.7492073,813.3322031,2369.369569,2170.970624,"UBT"
"2530","Unc45b",1.797264,2.87515,156.4398,255.1806,4.885303895,2.772722732,27.09870157,70.04492568,"UBT"
"2531","Trappc12",1414.116,1421.83,2157.446,2199.261,1511.273297,1345.983306,2034.868109,2014.695829,"UBT"
"2532","Sphk1",377.838,366.7429,681.2465,659.0318,368.7916002,359.1920509,917.614601,1016.142286,"UBT"
"2533","Ykt6",4302.192,4396.37,6036.749,6126.523,4171.66963,4308.500279,6140.123777,6439.716172,"UBT"
"2534","Pofut2",1238.947,1263.79,1898.834,1807.294,1240.41907,1237.060293,2361.33872,2429.868207,"UBT"
"2536","Dscr3",537.6577669,508.1030836,832.135504,943.9483538,536.2728333,564.5696221,894.8524051,830.2428533,"UBT"
"2538","Mrps18a",645.1828,632.457,1019.615,1076.696,633.2171866,603.8585835,856.8308055,947.4680779,"UBT"
"2540","Pcyox1",503.277,504.4462,807.0902,859.7578,482.6036612,498.6151072,836.4297563,741.2682029,"UBT"
"2542","Shisa4",662.7935,721.3175,1169.101,1110.684,977.530279,931.9637329,1640.062091,1958.236891,"UBT"
"2544","Acot13",302.2471142,296.8219791,552.4617935,529.3340373,298.2146001,309.3537675,486.8763984,533.178097,"UBT"
"2546","Camta2",1121.958144,1217.430951,2476.607509,3058.432042,1261.518624,1384.722429,2120.035834,1778.665266,"UBT"
"2547","Wdr91",102.6098,113.253,542.4078,876.3602,96.71776507,112.4965404,170.3774286,202.8820999,"UBT"
"2550","Cd300ld4",0,0,20.48003114,40.14020767,0,0,2.245076888,4.335271181,"UBT"
"2552","Gm28230",23.60679119,26.83511811,176.5872643,136.1137803,16.48375667,12.35540781,115.0404361,70.01608175,"UBT"
"2553","Tmem140",15.22272,19.45514,98.24529,131.9815,15.43150309,11.98538271,41.72966642,43.72022807,"UBT"
"2554","Leprot",3927.278,4109.969,5587.495,5685.552,4252.524124,4462.51563,5889.475395,6027.20693,"UBT"
"2555","Hs1bp3",117.742,131.2926,278.0963,291.1741,137.7158311,127.3865429,254.8571954,238.5558818,"UBT"
"2556","Unc13d",61.34046,32.56886,494.8268,472.4525,17.51029043,31.76911199,154.9391916,223.3434556,"UBT"
"2559","H2-Q7",34.99429,21.29856,263.676,200.1251,23.20840065,24.3987353,419.1518023,476.044687,"UBT"
"2560","6430531B16Rik",21.14628588,18.7052767,101.0547607,112.4948532,14.43288215,25.61313119,44.58946421,50.53055064,"UBT"
"2561","Rab1b",5422.425,5553.832,8026.96,8989.487,5505.53708,5249.485054,7427.566493,7716.121665,"UBT"
"2562","Srgap2",925.867,872.2906,1405.239,1585.12,953.8595643,891.3674281,1144.116476,1009.567926,"UBT"
"2563","Mvd",908.0141,870.378,1637.708,1962.588,669.4083734,686.1421446,2083.139981,2074.570564,"UBT"
"2568","Cope",3009.060111,3000.201132,4207.439736,4331.806797,2935.087839,2867.403141,4730.75124,5340.895799,"UBT"
"2570","Fignl2",66.21835794,65.03409435,185.8998552,206.7471728,80.51823025,82.08842586,115.9049134,98.08403713,"UBT"
"2571","Mrps21",930.8352,948.9615,1403.479,1519.73,950.0608138,914.2895021,1461.391905,1779.704932,"UBT"
"2572","Fam13a",9.371186684,8.078009508,59.25158557,74.81531827,9.667340388,10.37709249,56.57078884,44.67661202,"UBT"
"2575","Slc25a23",47.17812,47.59772,163.2487,162.0946,53.69203048,51.70608697,238.4066647,222.2089416,"UBT"
"2576","Inpp4a",367.5048,352.7049,638.7041,732.5552,381.7858038,399.0560663,427.0247587,401.5174924,"UBT"
"2577","Tjp3",0.4964742,1.144003,23.77311,46.28626,0.134265321,0.127245676,2.328867242,6.693558153,"UBT"
"2578","Fdps",2194.582888,2084.728781,3031.673006,3123.13168,1840.241508,1740.72317,4456.181888,4617.088088,"UBT"
"2579","Tmem206",491.6404,506.0264,1431.242,1974.652,459.283356,509.3266887,577.8860686,670.2786945,"UBT"
"2581","Npc1",1907.252,1879.238,5436.959,7513.109,2026.132783,1971.893787,2401.821384,2475.525935,"UBT"
"2584","Hoxd1",0,0,24.91086,12.30313,2.931595889,3.697471424,22.0246959,12.66668399,"UBT"
"2585","Zc3hav1",1830.102,1662.266,2809.753,2624.393,1472.745708,1408.166573,2396.131632,2098.495112,"UBT"
"2586","BC029722",1146.606885,1184.263963,1762.656021,1783.67473,1314.852247,1333.516745,1901.963206,1980.903802,"UBT"
"2587","Tifa",204.5686,161.563,655.781,885.5771,196.1571673,147.2731558,280.141322,312.5754473,"UBT"
"2588","Gapt",4.562573466,8.587736541,94.4804983,110.1372474,1.984269244,0,8.394145154,18.21572593,"UBT"
"2589","Macrod1",187.848,176.3425,397.4415,417.2812,164.1693698,138.6551784,314.6385128,352.5560378,"UBT"
"2590","Smarcc2",3521.053,3391.247,5062.215,5652.441,3225.978617,3090.765724,5370.837933,5278.394506,"UBT"
"2591","Snta1",887.3075,881.9266,1394.589,1392.683,709.5022954,775.0654001,1227.51942,1342.987507,"UBT"
"2593","Cep85",318.2801677,305.4047553,718.101848,924.5824298,250.1313408,249.5928599,494.364091,547.7140304,"UBT"
"2597","Eif1b",550.7465151,544.351637,884.0961902,932.7988315,514.4451218,475.7028899,733.4482355,807.194569,"UBT"
"2598","2310022A10Rik",432.6326043,489.6986771,1586.452269,2267.510269,435.9307122,390.5587056,551.8852488,557.8633444,"UBT"
"2600","Mut",1005.718,971.3776,1512.527,1578.902,1115.160453,1019.078806,1540.512254,1566.424344,"UBT"
"2601","Isg15",367.6068,371.8528,4827.046,2634.92,467.100945,383.6126602,8366.23777,6672.175792,"UBT"
"2602","Atp8a1",13.30727305,20.40521319,103.5067532,143.6555245,19.40973179,13.522362,81.32805325,60.2224003,"UBT"
"2603","Fxyd2",14.57797414,15.2859068,88.09226701,151.0677966,24.25903943,10.62115583,50.30381166,63.43341006,"UBT"
"2604","Cmpk2",19.54906997,7.919505837,345.3212333,332.1239029,8.604980626,5.088494549,208.4920809,215.5110237,"UBT"
"2605","Clec4a2",82.91065047,100.0007395,466.5689157,740.3700803,61.1541425,53.5441735,131.2729151,224.314844,"UBT"
"2607","Flywch2",26.46914362,24.70436798,132.2495355,110.2528659,25.29760756,29.46569482,126.1778201,85.52813001,"UBT"
"2608","Arrb1",28.24093532,24.94154693,160.1739134,273.7922421,26.45216638,23.6047949,45.63194506,63.80078103,"UBT"
"2611","Pdk2",95.2181,110.5798,226.5191,234.0549,127.9628816,129.2109221,288.12655,288.6139787,"UBT"
"2614","Bdh2",137.3299693,113.3745819,330.6921212,305.6642378,121.2682315,130.0668791,181.9569522,171.912644,"UBT"
"2620","Nek9",5806.21,5762.759,7699.722,8274.88,5927.686888,6062.0044,7964.549555,8527.844997,"UBT"
"2621","Cln3",141.3345759,198.6971056,928.7397072,1360.090605,129.7139353,117.7011283,354.749821,337.4623847,"UBT"
"2623","Fbln1",2055.113864,1793.321109,3267.456886,3176.240749,1167.263291,1134.695692,2458.166411,1725.218331,"UBT"
"2624","Cpa6",117.3280473,89.71198989,433.8138621,343.1506046,160.164753,143.8184973,766.5095439,702.2038151,"UBT"
"2625","Hmgcs2",3.156607,3.345945,81.05988,105.534,5.116594451,4.840145139,23.32513738,18.44004025,"UBT"
"2628","Cxcr4",75.99719791,91.5493582,443.2350625,715.0078733,58.86159955,54.84262269,51.13378034,77.36362416,"UBT"
"2629","Arfgef2",1335.39651,1349.004883,1965.265015,2211.533602,1475.604064,1453.24414,1694.790645,1513.49045,"UBT"
"2630","Nxpe5",25.4692,16.10714,312.7752,624.8969,5.019499315,6.43555901,24.52927426,44.17220356,"UBT"
"2631","Spaca1",29.9788,33.91784,150.4478,125.2483,34.42009476,36.78795317,153.2733667,126.1832075,"UBT"
"2632","Cul1",489.9246098,499.4070597,858.4618339,774.3569743,504.2793114,484.6569166,959.6045567,846.8093052,"UBT"
"2633","Alkbh7",108.934277,122.4614777,280.7460027,273.5620772,119.1674277,127.9442292,235.6551345,262.6818114,"UBT"
"2634","Atp13a2",625.4236844,709.790241,3554.383734,5875.478054,608.8450235,577.0929348,1256.652497,1303.855136,"UBT"
"2635","Gps2",549.5281,559.8441,1011.247,1217.63,560.4540905,538.6442742,754.5483623,868.7156634,"UBT"
"2636","Ppib",30252.92,30157.1,45871.05,41542.1,28104.92602,28336.28847,49418.56652,54817.22072,"UBT"
"2638","Slc35b2",3924.647,3894.11,6394.338,6360.926,3784.334853,3404.013879,6245.60584,6179.812206,"UBT"
