"","X","target_id","D0_PF_1","D0_PF_2","D7_PF_1","D7_PF_2","D0_SAG_1","D0_SAG_2","D7_SAG_1","D7_SAG_2","Trend"
"1",1,"Egr1",12166.43429,12518.05627,1952.320147,1830.078684,13018.88941,12376.64304,2510.513003,2667.616388,"DBT"
"2",12,"Timp1",21973.11,22951.56,4159.339,3981.945,19675.63503,19625.74425,5171.384738,6245.865995,"DBT"
"3",19,"Slc7a5",2335.308,2389.515,250.2663,235.7206,2112.727425,2037.297045,350.8022601,354.4537967,"DBT"
"4",23,"Cxcl14",9680.599973,9584.557362,1477.554875,1632.516773,8042.393756,7924.08461,1507.912099,940.552505,"DBT"
"5",28,"Gadd45g",6350.32605,6596.625223,1130.64679,1051.817185,6884.398033,7285.375712,1870.005679,1868.098071,"DBT"
"6",31,"Mical2",7292.078,7960.278,1652.717,1645.655,7030.137627,6809.777806,1851.035294,1848.588223,"DBT"
"7",32,"Phgdh",3236.862,3213.527,585.9355,567.121,2602.43135,2660.564826,806.8989125,864.6264901,"DBT"
"8",33,"Asns",2160.172348,2125.261967,265.5500348,249.4165811,2027.868004,2033.344408,365.1002058,372.817518,"DBT"
"9",37,"Avil",1719.484102,1874.40235,27.42737231,24.49574497,1059.158913,1058.545903,18.30016942,26.98320035,"DBT"
"10",38,"Cyr61",48231.09031,50663.981,8444.78298,7593.08179,55570.35447,55547.1132,12244.68212,12525.23935,"DBT"
"11",40,"Lurap1l",2459.101,2439.086,267.2256,290.1488,1730.618773,1804.366055,317.784898,229.0558688,"DBT"
"12",41,"Cd44",13966.07803,13623.05541,3758.427048,3860.489502,13105.94815,12740.24258,3969.269273,4443.285502,"DBT"
"13",43,"Bmper",2257.724603,2079.837507,261.7197954,280.5377919,1589.502018,1575.595498,282.1440015,208.0774284,"DBT"
"14",49,"Serpine1",124160.1,134605.5,5833.221,4751.462,152455.1299,149310.7002,7153.233565,6579.310186,"DBT"
"15",52,"Dusp1",4165.222672,4784.261477,578.0738706,593.9867404,7665.723696,7532.952236,837.1486976,1017.414164,"DBT"
"16",53,"Bcat1",1688.65993,1714.805757,225.9205089,216.4156928,1412.196189,1358.295913,367.3084169,399.9085643,"DBT"
"17",58,"Slc20a1",14472.22,16423.64,1826.09,1981.78,22065.91297,22702.19672,2721.660215,2766.448305,"DBT"
"18",60,"Psat1",2503.706,2319.151,512.1096,519.9607,1859.860926,1880.831779,538.4163106,645.6815317,"DBT"
"19",63,"Sema3e",2199.399,2160.833,277.4164,237.0677,2472.460279,2681.189157,709.6728545,701.34837,"DBT"
"20",65,"Aldh1l2",1715.919956,1603.345237,183.8630363,184.3674901,1335.887635,1366.464252,331.4729157,434.4996462,"DBT"
"21",66,"Pck2",10201.31,10239.37,3082.153,3140.374,8624.755106,8766.704746,3565.903145,3572.004885,"DBT"
"22",70,"Nars",25349.59,25075.14,8297.582,8535.297,23207.49026,23294.99434,8313.798304,8778.012006,"DBT"
"23",72,"Ier3",2356.638,2320.246,365.7368,357.816,2104.885848,2036.382387,356.5903145,449.6672817,"DBT"
"24",75,"Lars",10282.2,9957.604,3067.433,3083.985,8762.540112,9073.594875,3454.730871,3593.116025,"DBT"
"25",78,"Slc7a1",2045.815,2038.945,466.0134,440.2333,1785.65117,1854.589697,488.4306291,519.8471302,"DBT"
"26",79,"Pdgfc",4580.184,4767.306,1213.407,1203.273,4388.703671,4343.85432,2659.114982,2536.451727,"DBT"
"27",80,"Hspa9",6595.843,6385.444,1971.726,2071.638,5922.043771,5915.51933,1780.876674,1843.977794,"DBT"
"28",81,"Ngf",1462.751,1449.59,84.45216,96.79718,1638.341186,1680.386754,100.8759927,78.37015982,"DBT"
"29",86,"Nqo1",2122.952,2152.529,377.0599,356.7908,2457.654554,2387.642172,674.3752125,638.6119845,"DBT"
"30",89,"Trib3",868.9733,882.042,46.78655,49.53345,790.8397252,795.62549,67.06590197,63.02708713,"DBT"
"31",92,"Fosl1",1651.983601,1519.037717,212.8746581,220.4310809,1464.820746,1350.501438,142.6361258,159.3891069,"DBT"
"32",98,"Ptk7",17237.07,17703.26,6139.396,6120.807,18953.74462,18727.69276,7942.524859,7207.343191,"DBT"
"33",100,"Hbegf",2764.691,3281.505,175.5084,148.6628,4666.123457,4637.553534,285.2722516,354.6671517,"DBT"
"34",101,"Cavin2",11629.49718,10631.34725,2938.349669,2751.800098,12808.14244,12193.33639,3286.923664,2375.003248,"DBT"
"35",109,"Gm9973",1267.037,1145.389,163.2858,184.8759,1219.388565,1100.988592,157.7807809,159.0341898,"DBT"
"36",110,"Gars",5193.507761,5054.979329,1722.336854,1630.490446,4713.189645,4658.152631,2321.777342,2421.139246,"DBT"
"37",115,"Plk2",3660.65,3636.144,1113.403,1038.465,3704.6389,3426.220273,1151.276364,879.6882439,"DBT"
"38",116,"Smim3",2157.106,2163.071,459.7187,459.3169,2084.364677,1982.769051,667.0336472,725.1676585,"DBT"
"39",119,"Fads3",6223.250518,6506.465023,2060.80786,2001.555645,6606.839935,6607.381435,2525.498463,2499.558974,"DBT"
"40",121,"Cdsn",1589.068012,1424.157759,43.02785643,56.38934627,1105.21165,971.5106167,52.43975214,102.3890289,"DBT"
"41",123,"Rras2",6849.279,6770.836,2155.576,2099.432,5964.458062,5811.764865,2405.968069,2026.708285,"DBT"
"42",126,"Ybx3",6804.085,6703.898,2431.971,2222.05,5457.712867,5559.368306,2564.059437,2570.294471,"DBT"
"43",127,"Flnb",45440.89711,47403.42334,13240.85052,11928.90989,50350.23981,50343.89547,25184.53441,21880.65738,"DBT"
"44",128,"Maff",1958.6,2126.069,401.0498,405.996,2705.880536,2766.283066,403.1822051,368.6246315,"DBT"
"45",130,"Zyx",10290.87,10558.58,2824.297,3141.147,9675.865714,9307.51349,3513.906535,3063.849443,"DBT"
"46",135,"Ptgs2",7381.876,7685.062,132.6119,91.33777,10066.16937,9906.789966,237.5047964,176.2546162,"DBT"
"47",139,"Slc1a6",1574.847,1734.302,382.4384,366.1319,1905.497918,1844.656443,663.1978983,780.5631683,"DBT"
"48",143,"Ier2",2897.712,2954.696,885.468,843.7897,3094.78806,2996.800589,822.2553135,849.7233844,"DBT"
"49",145,"Ccng1",13060.42553,12371.76,4963.876663,4986.994914,14141.25045,13816.74573,7337.658155,6524.847857,"DBT"
"50",147,"Mthfd2",1344.381,1273.57,296.9633,293.6343,1206.624483,1198.001938,350.8275632,391.4026078,"DBT"
"51",152,"Piezo1",10155.73,10626.8,3791.337,4005.651,11005.43152,10688.27682,4297.154737,4008.689603,"DBT"
"52",158,"Errfi1",6642.138656,5829.028674,1338.417282,1405.08061,4720.324964,4850.075715,1465.93406,1625.974993,"DBT"
"53",162,"Sap18b",13470.29,13993.32,5522.926,5399.772,17938.8849,17520.9628,6676.13707,7133.955356,"DBT"
"54",164,"Ppp1r15a",2549.619,2724.367,745.9223,812.7313,2901.185461,2978.196519,863.4375332,834.4047134,"DBT"
"55",166,"Tsc22d2",7622.492,7500.173,2612.518,2430.754,8113.417096,8009.667822,3690.605545,3610.724203,"DBT"
"56",167,"Csf1",27599.64895,25753.05104,10972.87578,10812.68338,26429.57961,26713.5813,10027.92638,8862.672612,"DBT"
"57",170,"Eif4ebp1",6914.762315,7238.298532,2403.354546,2532.060026,6801.391005,6369.915437,2345.921208,2644.078381,"DBT"
"58",171,"Eda2r",1307.792229,1280.228925,262.3648363,248.330547,1382.362223,1299.42726,431.851264,348.7182979,"DBT"
"59",174,"Thsd4",2853.848,2954.735,420.3883,411.0815,1527.334725,1272.692377,379.7427832,416.4167802,"DBT"
"60",179,"Ero1l",4646.765623,4217.845422,1508.239599,1518.411306,3942.019272,4037.638795,1444.190774,1490.446483,"DBT"
"61",183,"Sema4f",745.1496,783.687,16.10891,12.67314,741.5528468,789.3299387,97.01886068,70.45216256,"DBT"
"62",184,"Mthfd1l",3533.304,3434.265,1085.305,1201.406,2889.306524,2801.222194,879.8003469,990.3030752,"DBT"
"63",185,"Sema7a",1250.318,1335.02,191.7503,173.4332,2134.892182,2200.242055,381.2420959,347.2859536,"DBT"
"64",187,"Filip1l",2163.800456,2010.738917,574.2287639,569.0197669,1916.534111,1856.491479,444.7793163,447.5561677,"DBT"
"65",189,"Spire1",3404.944,3625.793,979.4417,1013.337,3583.546774,3894.507672,1229.462812,1288.689457,"DBT"
"66",191,"Pabpc4",13034.06,12623.62,5394.981,4990.174,10680.29246,11014.91479,6107.838131,6261.428992,"DBT"
"67",200,"Prss23",5642.066,6311.116,1804.939,1857.501,5716.424232,5692.354509,2373.661802,2543.70254,"DBT"
"68",206,"Inhba",18487.61,21268.59,2661.473,2285.986,19768.78264,20368.82145,5191.312719,4884.897871,"DBT"
"69",210,"Ripk2",1950.097,1953.617,550.3094,565.6669,1937.491162,1902.376729,598.5161486,642.269402,"DBT"
"70",213,"Glce",2019.753417,2060.714697,560.1560186,543.3262009,1902.605969,1884.559334,619.2214901,595.4327286,"DBT"
"71",222,"Shmt2",2204.702,2302.231,744.5276,810.7923,1810.695614,1793.597697,713.9922614,793.1100817,"DBT"
"72",224,"Amotl2",3794.557312,3900.233991,1468.144392,1401.621032,4196.419298,4339.509274,1869.88939,1684.595136,"DBT"
"73",225,"Ajuba",2971.679125,2940.048794,1001.879083,892.0135121,3027.810379,3076.467216,1396.226333,1330.041669,"DBT"
"74",235,"Fosl2",5501.432153,5663.653514,2204.165823,2001.555809,6135.482394,6052.040594,2665.351654,2992.368761,"DBT"
"75",236,"2900026A02Rik",7605.006055,8003.009211,3191.49078,3376.149211,8083.249976,7982.162745,3199.4505,3501.712784,"DBT"
"76",238,"Fam131b",1404.913774,1306.044969,330.6298429,320.6742613,1078.53809,1087.825541,460.8314375,335.5099095,"DBT"
"77",239,"Ctps",1865.062609,1794.467077,625.9468327,606.3657075,1563.260256,1543.050381,847.6469855,789.7552784,"DBT"
"78",240,"Coch",571.6042672,724.2871442,14.59758928,13.85331237,747.6267044,724.8501213,41.13599465,41.60275158,"DBT"
"79",242,"Slc1a4",5691.08,5653.843,1191.186,1004.662,5581.096258,5591.681506,2084.779571,1979.39746,"DBT"
"80",243,"Flnc",29713.17119,31466.44279,13140.91522,12238.84568,31491.63647,31534.04366,16266.68272,16512.36539,"DBT"
"81",251,"Myh9",27056.73,28376.19,13020.84,12407.89,28946.33768,27684.38888,15710.20759,15077.63041,"DBT"
"82",253,"Anxa8",1915.733336,2469.330744,106.5379614,86.84952292,3242.09386,3176.214551,161.6213031,149.6848086,"DBT"
"83",264,"Atf4",12948.02816,12951.59351,5868.773154,5732.233363,12038.10992,11687.70717,6722.776224,7406.843464,"DBT"
"84",265,"Odc1",2321.737,2385.686,908.4991,865.7089,2057.884182,2098.453683,1129.945652,1165.415117,"DBT"
"85",268,"Ets1",1126.424171,1121.365104,321.6791695,288.3172871,1177.040887,1228.383211,429.1580253,372.1813839,"DBT"
"86",269,"Crlf1",1151.42123,1162.2563,235.4824522,225.0481212,1502.913015,1562.007381,482.2899153,442.8778762,"DBT"
"87",272,"Timp3",65171.63,64425.58,5062.355,3802.896,35797.15017,35185.69945,5513.192997,2938.335342,"DBT"
"88",273,"Lrrc32",6303.814,5674.357,1604.725,1695.541,7398.950889,7184.719215,1787.529513,1540.389142,"DBT"
"89",275,"Btg2",3703.930587,3990.708552,1516.165783,1490.729263,4359.283087,4040.411899,2270.641268,2427.781098,"DBT"
"90",280,"Slc7a3",719.2168,781.5561,36.35108,48.99457,771.74888,760.1212579,68.18427823,52.40456148,"DBT"
"91",282,"Ryk",5088.319,4999.091,2184.682,2021.255,4496.20325,4615.325096,3112.15807,3005.218478,"DBT"
"92",284,"Iars",1656.763,1695.894,569.4497,616.4191,1538.219844,1565.341701,617.5623391,689.8738943,"DBT"
"93",288,"Ddit3",2499.565332,2552.362056,844.7391375,859.2988183,2585.84549,2473.213099,918.3701537,869.246939,"DBT"
"94",294,"Tars",9502.051,9047.139,4271.081,4061.058,8366.774667,8354.436683,5040.508976,5181.729309,"DBT"
"95",302,"Cyb5r1",4115.276402,4289.393323,939.3591722,1092.337399,4217.868617,4225.92971,897.375099,954.8065272,"DBT"
"96",303,"Chac1",2051.946986,2341.33069,126.8189453,166.0922563,2169.380958,2169.491358,318.833693,351.5004808,"DBT"
"97",305,"Psph",961.5703,956.2718,257.7497,258.592,783.7597701,862.8773125,290.0044183,325.3081305,"DBT"
"98",306,"Cars",1126.609908,1154.815369,346.9661059,341.0667941,1058.730862,1055.278098,383.8587909,440.5111252,"DBT"
"99",310,"Lats2",1848.521,1905.495,465.9622,529.0937,2424.140063,2419.750697,671.3580494,586.6257974,"DBT"
"100",311,"Sesn2",4095.805,4197.719,1674.689,1773.701,4062.214704,3971.084309,2268.543678,2064.669491,"DBT"
"101",313,"Frmd6",5744.781826,5667.417016,2549.282474,2369.379469,4983.218746,5036.575529,3298.124676,3362.411541,"DBT"
"102",315,"Tgfb3",30718.09,33324.91,6531.176,5522.055,33469.05307,33899.34238,11118.27625,9465.179612,"DBT"
"103",318,"Tnfrsf10b",2936.83,2946.973,1139.097,1017.609,3325.647469,3291.724164,1690.677459,1625.004441,"DBT"
"104",322,"Cdkn1a",9564.592883,10392.57666,3343.416312,3636.890683,11631.72213,11856.15445,5539.22599,5469.452965,"DBT"
"105",323,"Serpinf1",30888.34,32991.42,14594.15,13691.64,37245.79471,34046.85563,24020.13882,22759.87102,"DBT"
"106",327,"Sacs",663.2958,639.4636,143.6914,154.5686,545.431002,562.3399221,159.21302,165.6847199,"DBT"
"107",328,"S100a6",22294.87,24055.03,11228.59,10910.46,22450.36538,22686.21322,10277.50228,10416.83879,"DBT"
"108",330,"Rgs16",1220.562,1166.353,326.1059,343.4624,1143.322397,1144.367406,267.4427359,236.4447678,"DBT"
"109",332,"Tnfrsf11b",4670.134,5526.039,749.5906,644.8891,6084.038668,6149.819346,1241.773331,1699.446769,"DBT"
"110",337,"Fam20a",1244.936751,1259.850143,334.7096061,318.4066706,1158.335366,1157.392083,697.6689267,576.1065119,"DBT"
"111",339,"Axl",3005.246929,2984.345679,1256.32863,1133.803909,3107.289936,3075.773854,1477.897232,1331.160029,"DBT"
"112",345,"Actn1",9405.066982,9589.735988,4593.628183,4372.850282,10184.53673,10068.63116,5805.226276,5238.5294,"DBT"
"113",357,"Ass1",1583.232977,1776.70677,617.0790844,602.450947,2074.011788,2069.156521,768.0261845,526.1237691,"DBT"
"114",359,"Sfn",2137.332,2846.531,192.5025,205.0522,3885.341752,3841.67281,232.8324995,255.4447938,"DBT"
"115",360,"Eprs",10623.54052,10085.08098,5073.175589,4903.870768,9615.391695,9527.168102,5901.359563,5944.152556,"DBT"
"116",361,"Parm1",721.7317,620.0741,97.37883,100.4756,842.3452188,836.5529097,99.63552906,60.16674896,"DBT"
"117",364,"Col5a1",104714.8943,106213.704,50002.1665,47959.18833,91685.77957,93176.25416,62140.81684,58549.54389,"DBT"
"118",365,"Aars",2278.557464,2266.208868,906.4454527,957.979319,2114.870669,2148.782347,994.9284868,1065.250489,"DBT"
"119",372,"Vldlr",1880.718,1871.041,299.8231,367.543,1597.770554,1650.453039,257.8736945,333.8452657,"DBT"
"120",375,"Fam212b",1570.383217,1629.444828,412.4107994,349.5494829,1899.380807,1856.420879,690.8939236,838.2930341,"DBT"
"121",379,"Stbd1",921.5021,993.8552,240.3971,221.3984,992.9560497,1094.446637,414.9865904,452.3468755,"DBT"
"123",389,"Mdm2",2138.092,2078.531,821.8595,796.7481,2483.106188,2433.123487,720.6757136,749.5592306,"DBT"
"124",390,"Rrm2",1764.359,1737.372,680.645,704.8255,1191.476368,1238.845132,705.4829166,742.321949,"DBT"
"125",391,"Pard6g",1948.586,1977.145,766.5752,694.1016,1805.863068,1707.30743,1209.260684,1227.61279,"DBT"
"126",392,"Dlc1",4605.727872,4924.150597,1668.109192,1487.65719,5201.996697,5115.23175,2184.798981,1888.630677,"DBT"
"127",395,"Eif2s2",12934.62876,12324.41018,6110.066015,5651.95742,11494.01273,10952.62613,6415.429036,6872.96608,"DBT"
"128",396,"Hspd1",5427.3,5031.801,2498.122,2414.428,4045.017041,4154.938996,2232.488576,2382.776737,"DBT"
"129",397,"Rhbdd1",2688.219,2693.566,1007.694,1085.458,2661.052327,2683.908557,959.5339967,877.6932937,"DBT"
"130",398,"Atf5",16898.85691,17655.20353,3378.443769,4045.022576,16422.52487,16539.04019,4310.966325,4513.815843,"DBT"
"131",403,"Nomo1",1683.064,1745.848,689.8711,696.7544,1614.877644,1619.105743,881.0093235,973.5151869,"DBT"
"132",408,"Plaur",2261.472,2456.502,687.9121,772.3006,2487.904189,2443.005335,517.2590359,654.6314123,"DBT"
"133",412,"Cpox",2234.227755,2274.937654,876.493397,865.3022904,2087.028135,2017.875395,876.766408,852.1771093,"DBT"
"134",414,"Cdc42ep3",2924.676081,2867.483186,1228.558532,1220.060401,2590.553567,2503.188154,973.2817997,880.3345374,"DBT"
"135",415,"Syde1",4874.161,4901.173,2308.784,2185.856,4874.266765,4726.292848,3260.703788,2772.948237,"DBT"
"136",421,"Lonp1",6854.204,7088.204,3224.825,3408.992,6014.657566,6013.937271,2918.796604,2938.670686,"DBT"
"137",423,"Acot2",1572.805069,1619.244427,356.3250445,422.9549502,1453.737123,1379.283731,407.3836658,386.7118545,"DBT"
"138",425,"Gjb2",648.0305637,684.2857603,30.5724243,32.80834692,689.9022326,665.5448563,169.9047969,86.55567394,"DBT"
"139",434,"Ccnd2",3530.183292,3490.447594,1573.058041,1567.493991,3572.877152,3516.539761,3049.91094,3036.481832,"DBT"
"140",435,"Ugcg",1986.516,1906.481,494.6381,414.4937,1887.892712,1879.438127,517.1734924,521.090109,"DBT"
"141",436,"Myc",3509.421,3569.115,1312.44,1373.965,2989.460805,3106.329001,1087.262145,1222.917846,"DBT"
"142",437,"Wisp2",10606.63,9920.197,5124.11,5142.888,10622.44571,9872.877944,8429.524449,7128.365219,"DBT"
"143",440,"Hyou1",8537.835,8721.492,4108.19,4344.597,7874.817693,8108.050435,4432.855812,4345.049218,"DBT"
"144",442,"Wdr43",3643.711,3527.809,1679.219,1546.093,3158.305971,3089.237375,1677.023273,1644.557805,"DBT"
"145",443,"Steap2",2702.504,2404.899,953.8599,910.4797,2425.910784,2364.072222,1487.935494,1404.217694,"DBT"
"146",449,"Zfp365",1236.205,1218.956,405.029,349.494,1153.009033,1180.843134,678.6353031,606.6842712,"DBT"
"147",452,"Rgs17",1433.253,1560.676,164.2623,143.9651,1571.913646,1497.233427,262.3156921,296.5357788,"DBT"
"148",458,"Map6",5036.543,5619.604,1356.59,1174.598,5993.971466,6181.485538,2347.799256,1988.614683,"DBT"
"149",468,"Unc5b",10041.12,11411.62,3498.132,3261.527,13219.28067,13555.39242,6112.340037,4527.849231,"DBT"
"150",471,"Abce1",4528.20059,4325.964559,2209.912796,2073.414031,3865.851317,3759.499424,2389.191396,2475.012274,"DBT"
"151",472,"Mafk",2274.111,2499.362,932.2948,984.7379,2925.645502,3091.404464,870.6580255,838.5273671,"DBT"
"152",473,"Aen",1174.340667,1217.183676,451.0607326,437.2371239,1203.326402,1212.993011,541.5151362,509.525536,"DBT"
"153",476,"Wnt2",466.4742,480.1501,45.29248,48.18726,453.4201642,439.0747316,63.97649761,39.05560897,"DBT"
"154",478,"Uchl1",529.9571,620.9551,107.5723,91.926,665.9663403,680.5298169,466.3366561,583.2693092,"DBT"
"155",482,"Micall1",3242.53,3333.837,1424.501,1451.096,3416.051528,3507.957476,1671.294467,1598.215263,"DBT"
"156",483,"Npm1",29973.88,27662.42,14053.84,13359.89,24443.12492,24156.98314,14556.9883,15444.01621,"DBT"
"157",486,"Loxl2",31231.26,33302.31,12430.63,11106.93,44162.75302,44144.93014,23577.89504,25507.04232,"DBT"
"158",489,"Rictor",2679.645,2597.222,1192.325,1108.307,2818.97397,2864.616844,1549.772397,1504.876015,"DBT"
"159",490,"Inf2",5289.024,5425.125,2524.696,2588.266,5030.003245,5088.644983,3134.963928,3174.542537,"DBT"
"160",496,"Uck2",1292.338,1363.349,409.9413,420.8321,1258.167102,1139.181557,652.8812591,643.4403937,"DBT"
"161",498,"Tubb6",12537.28,13047.43,6762.167,6580.124,11466.44872,11207.03589,8436.507324,8830.789856,"DBT"
"162",508,"Enc1",5563.53563,5373.655823,2722.078075,2587.758363,5725.406771,5712.59335,3032.066469,2409.836629,"DBT"
"163",510,"Nap1l1",14379.2,13418.16,7406.018,7184.055,11159.74056,10811.36706,7251.058248,7441.98241,"DBT"
"164",524,"Podnl1",1256.17,1298.269,454.4242,435.6536,1251.432598,1245.320067,565.6283687,767.7016215,"DBT"
"165",527,"Pdlim7",3020.874,3136.355,1461.331,1359.001,3031.616477,2828.890461,2158.93355,2207.175526,"DBT"
"166",528,"Tiam2",2005.66,2206.893,771.4703,697.4022,2168.708971,2294.23716,1301.903996,1216.527146,"DBT"
"167",532,"Nfil3",1768.827,1754.8,688.4457,695.1269,1613.354938,1608.400069,594.6667893,559.4452096,"DBT"
"168",533,"Itgb1",41640.95,44609.03,18834.14,17161.09,49428.50984,50369.59361,23779.18898,23015.93542,"DBT"
"169",546,"Pmaip1",867.006,881.1226,246.5732,263.9242,1109.382959,1001.523615,424.6339212,402.0348984,"DBT"
"170",549,"Gdnf",530.2885334,499.3177607,63.40947263,47.1619987,533.5504518,529.6627815,121.660225,99.22235793,"DBT"
"171",550,"Slc19a2",1621.35,1584.338,574.762,545.6451,1647.8159,1650.805176,635.9042183,622.2838445,"DBT"
"172",551,"Naa25",2062.145,2047.818,814.1822,880.9617,1815.613003,1772.046786,813.6399887,755.1164836,"DBT"
"173",559,"Glipr2",6092.253386,5604.927468,2824.864206,2664.865386,5709.896018,5617.770638,3628.744236,3427.63446,"DBT"
"174",561,"Sdc4",6776.802,6608.691,3363.88,3594.764,6632.961451,6751.711648,3053.155344,3639.549905,"DBT"
"175",566,"Lhfp",18740.01,19942.04,9067.07,8295.996,19794.08631,19312.15309,10471.70676,10005.03131,"DBT"
"176",568,"Sh3bp4",1709.388,1739.287,733.4233,648.4422,1674.249672,1581.422976,880.7356051,681.8303315,"DBT"
"178",578,"Epha2",531.7478522,569.8261144,159.7213331,154.306821,589.4925223,618.2794056,204.7045603,249.7519986,"DBT"
"179",580,"Tnfrsf12a",6552.999,6668.951,1636.075,1334.031,7055.258852,7357.10681,2395.153451,2644.240399,"DBT"
"180",583,"Bcl11b",715.99114,858.5718275,181.1960436,163.811519,802.4367507,777.3500907,407.5181626,397.599603,"DBT"
"181",587,"Arid5b",3192.307745,2886.152284,1416.405554,1365.808251,2389.739242,2418.564333,1144.32475,819.4413209,"DBT"
"182",589,"Srf",4267.475,4283.974,2066.469,2114.088,3924.429697,3957.218792,2523.400873,2529.11457,"DBT"
"183",591,"Igfbp7",11149.01,11704.94,6319.595,6017.969,12057.97361,11709.99241,4996.796676,3598.000031,"DBT"
"184",593,"Ifrd1",977.4076,884.0852,311.5893,333.1507,853.6434523,802.7263314,348.7772468,340.0660582,"DBT"
"185",594,"Sars",18557.45,18613.53,10110.78,9411.908,18235.06313,17648.45571,9563.802095,10228.19223,"DBT"
"186",596,"Gprc5a",688.4763,686.2025,153.9944,157.8902,774.9185133,780.1664705,230.7349094,244.8892238,"DBT"
"187",603,"Ptx3",22441.12,19154.62,6627.188,6535.143,16099.36523,16361.88153,6201.886364,5465.214129,"DBT"
"188",605,"Plec",47595.72,49033.17,18644.34,21022.7,47337.95324,45200.98268,19276.2392,17854.33978,"DBT"
"189",614,"Nop2",2285.452,2269.979,1029.862,1086.972,1986.213045,1881.465675,970.2056506,994.7622101,"DBT"
"190",615,"Cdk8",2483.690914,2356.688255,1025.906755,1074.189242,2162.307791,2216.384287,1033.875681,1092.631149,"DBT"
"191",618,"Ncs1",2852.741,2932.949,1219.235,1074.434,2817.183167,2897.822998,1776.932584,1727.661318,"DBT"
"192",623,"Dst",6125.988253,5910.96725,2782.696991,2833.653453,6301.625131,5971.146587,3331.745642,3170.239338,"DBT"
"193",624,"Hspa5",9820.401,9864.015,5255.688,5503.366,8566.589052,8668.403604,5320.033575,5277.147166,"DBT"
"194",626,"Tmeff2",647.1647,668.8879,138.9403,154.4424,478.1760635,454.8228198,144.0579756,91.26795236,"DBT"
"195",627,"Bdnf",802.1701804,856.4208701,258.7846998,220.1095979,1221.101535,1234.206354,413.1046156,311.3408309,"DBT"
"196",630,"Il1rl1",5574.845,4615.115,819.8556,676.8666,3953.176431,4002.132511,466.5235394,363.4459829,"DBT"
"197",633,"Hsp90b1",20765.15,20236.65,11939.19,11052.15,18161.87363,18229.90967,12872.59403,12182.65052,"DBT"
"198",636,"Nol10",1813.018,1738.643,777.0706,709.352,1640.32806,1569.405832,818.6974888,742.2928032,"DBT"
"199",637,"Nfkbiz",1142.312,1002.11,304.1953,338.8814,765.0738617,789.9847085,287.1061317,224.4263039,"DBT"
"200",639,"Flna",12006.30073,12323.22519,6635.65168,6581.426049,11949.15665,12661.7879,8585.637181,8976.931921,"DBT"
"201",641,"Rrn3",3953.795,3832.007,1950.974,1946.97,3551.13982,3428.847568,2177.298509,2305.336486,"DBT"
"202",643,"Fstl3",956.4305755,1082.019944,220.9672268,260.1601242,996.9608703,983.8687627,362.4434799,369.8784021,"DBT"
"203",648,"Nop58",1762.639,1672.272,668.0185,606.7904,1344.3271,1285.770606,710.5489375,744.1623765,"DBT"
"204",649,"Mybbp1a",1893.977,1862.211,878.1316,923.5909,1636.884833,1681.174062,824.9455445,865.2614946,"DBT"
"205",650,"Olfr1033",193398.9,179716.1,28577.46,36292.72,182460.8667,183659.3803,23557.76652,22846.36191,"DBT"
"206",651,"Tnk2",1439.865,1423.032,433.2162,395.1056,1514.504426,1483.860471,425.8795049,403.3987358,"DBT"
"207",654,"Arhgap29",2341.721702,2265.742469,1137.946914,1029.511862,2372.859809,2265.028293,1379.816639,1248.490102,"DBT"
"208",656,"Smurf2",2610.419,2818.335,1271.373,1252.284,2735.661669,2806.483673,1691.342999,1674.445035,"DBT"
"209",658,"Ghitm",19566.76486,19362.57903,10764.17149,10612.01618,19250.81069,18542.80498,10678.20842,10659.25006,"DBT"
"210",661,"Rab39b",438.6115,397.7291,30.57242,23.581,339.0879245,339.2430032,46.14698188,47.50006497,"DBT"
"211",666,"Igf1r",1635.418,1850.097,569.7408,570.5987,1583.269501,1626.270686,733.6751313,690.6111557,"DBT"
"212",669,"Lims1",2200.866,2134.005,1066.953,1015.038,2009.046258,1991.659766,1265.094225,1297.860801,"DBT"
"213",672,"Gpr176",5566.232,5449.368,2987.039,2779.482,5130.292806,4892.679062,3750.491073,3722.949536,"DBT"
"214",678,"Slc38a1",5235.182,5097.417,2610.448,2735.038,4368.622298,4509.504959,1831.910142,1869.207395,"DBT"
"215",681,"Nop56",2433.469,2229.939,1018.557,986.3462,1850.711029,1843.006474,862.691396,918.2908202,"DBT"
"216",684,"Tomm70a",5514.102,5311.361,2879.469,2815.366,4829.315628,4778.981816,2871.600827,2858.448354,"DBT"
"217",693,"Tead1",1812.939,1730.231,687.8429,598.5852,1786.704969,1662.39416,1083.396015,932.3575762,"DBT"
"218",694,"Eif3c",4855.722677,4776.467257,2530.558098,2614.542674,4560.269264,4493.300065,2481.404712,2634.284448,"DBT"
"219",697,"Tulp4",4562.642,4395.626,2322.957,2321.265,4578.630278,4496.187527,2564.94865,2391.10371,"DBT"
"220",701,"Rnd1",363.378,388.0528,56.50632,55.01254,369.2933409,405.1641174,158.3164235,223.1405986,"DBT"
"221",702,"Hmga2",5639.362,5597.395,1268.418,1004.797,5146.14585,4937.386835,978.7935597,790.5905448,"DBT"
"222",706,"Ephx1",6633.673795,6812.906815,3714.941818,3606.839388,7229.601936,6974.445305,5600.529082,4732.828173,"DBT"
