"","database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","support_type","pubmed_id","type","score","disease_drug","paper_pubmedID"
"138","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Luc7l","66978","ENSMUSG00000024188","Sequencing","","19536157","validated",NA,NA,NA
"139","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Ttc39b","69863","ENSMUSG00000038172","Sequencing","","19536157","validated",NA,NA,NA
"140","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Nolc1","70769","ENSMUSG00000015176","Sequencing","","19536157","validated",NA,NA,NA
"141","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Cdca4","71963","ENSMUSG00000047832","Sequencing","","19536157","validated",NA,NA,NA
"142","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Xpo5","72322","ENSMUSG00000067150","Sequencing","","19536157","validated",NA,NA,NA
"143","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Rictor","78757","ENSMUSG00000050310","Sequencing","","19536157","validated",NA,NA,NA
"144","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Glce","93683","ENSMUSG00000032252","Sequencing","","19536157","validated",NA,NA,NA
"145","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Pard6g","93737","ENSMUSG00000056214","Sequencing","","19536157","validated",NA,NA,NA
"146","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Zfp365","216049","ENSMUSG00000037855","Sequencing","","19536157","validated",NA,NA,NA
"147","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Zfp697","242109","ENSMUSG00000050064","Sequencing","","19536157","validated",NA,NA,NA
"148","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Agap1","347722","ENSMUSG00000055013","Sequencing","","19536157","validated",NA,NA,NA
"149","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Nectin1","58235","ENSMUSG00000032012","Sequencing","","19536157","validated",NA,NA,NA
"150","mirtarbase","MIMAT0004651","mmu-miR-340-5p","Fam91a1","210998","ENSMUSG00000037119","Sequencing","","19536157","validated",NA,NA,NA
"151","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Bdnf","12064","ENSMUSG00000048482","Sequencing//luciferasereporterassay//westernblotting//qrt-pcr","","19536157","validated",NA,NA,NA
"152","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Itga5","16402","ENSMUSG00000000555","Sequencing","","19536157","validated",NA,NA,NA
"153","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Sdc4","20971","ENSMUSG00000017009","Sequencing","","19536157","validated",NA,NA,NA
"154","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Angptl2","26360","ENSMUSG00000004105","Sequencing","","19536157","validated",NA,NA,NA
"155","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Axl","26362","ENSMUSG00000002602","Sequencing","","19536157","validated",NA,NA,NA
"156","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Camsap2","67886","ENSMUSG00000041570","Sequencing","","19536157","validated",NA,NA,NA
"157","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Fam118a","73225","ENSMUSG00000022434","HITS-CLIP","","21258322","validated",NA,NA,NA
"158","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Rictor","78757","ENSMUSG00000050310","Sequencing","","19536157","validated",NA,NA,NA
"159","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Slc38a1","105727","ENSMUSG00000023169","Sequencing","","19536157","validated",NA,NA,NA
"160","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Psat1","107272","ENSMUSG00000024640","Sequencing","","19536157","validated",NA,NA,NA
"161","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Ank2","109676","ENSMUSG00000032826","Sequencing","","19536157","validated",NA,NA,NA
"162","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Ablim1","226251","ENSMUSG00000025085","Sequencing","","19536157","validated",NA,NA,NA
"163","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Rap1gap2","380711","ENSMUSG00000038807","Sequencing","","19536157","validated",NA,NA,NA
"164","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Rgs17","56533","ENSMUSG00000019775","HITS-CLIP","","23142080","validated",NA,NA,NA
"165","mirtarbase","MIMAT0000382","mmu-miR-34b-5p","Nectin1","58235","ENSMUSG00000032012","Sequencing","","19536157","validated",NA,NA,NA
"166","mirtarbase","MIMAT0003188","mmu-miR-503-5p","Ccnd2","12444","ENSMUSG00000000184","qRT-PCR//Other","","19799966","validated",NA,NA,NA
"167","mirtarbase","MIMAT0003188","mmu-miR-503-5p","Inhba","16323","ENSMUSG00000041324","qRT-PCR//Other","","19799966","validated",NA,NA,NA
"168","mirtarbase","MIMAT0003188","mmu-miR-503-5p","Inhbb","16324","ENSMUSG00000037035","qRT-PCR","","19799966","validated",NA,NA,NA
"169","mirtarbase","MIMAT0003188","mmu-miR-503-5p","Ncl","17975","ENSMUSG00000026234","HITS-CLIP","","21258322","validated",NA,NA,NA
"170","mirtarbase","MIMAT0000706","mmu-miR-362-5p","Mtpn","14489","ENSMUSG00000029840","Sequencing","","19536157","validated",NA,NA,NA
"171","mirtarbase","MIMAT0000706","mmu-miR-362-5p","Itgb1","16412","ENSMUSG00000025809","Sequencing","","19536157","validated",NA,NA,NA
"172","mirtarbase","MIMAT0000706","mmu-miR-362-5p","Ncs1","14299","ENSMUSG00000062661","Sequencing","","19536157","validated",NA,NA,NA
"173","mirtarbase","MIMAT0000706","mmu-miR-362-5p","Rgs5","19737","ENSMUSG00000026678","Sequencing","","19536157","validated",NA,NA,NA
"174","mirtarbase","MIMAT0000706","mmu-miR-362-5p","Sema4f","20355","ENSMUSG00000000627","Sequencing","","19536157","validated",NA,NA,NA
"175","mirtarbase","MIMAT0000706","mmu-miR-362-5p","Zmat3","22401","ENSMUSG00000027663","Sequencing","","19536157","validated",NA,NA,NA
