"ens_gene","target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","D0_SAG_1","D0_SAG_2","D7_SAG_1","D7_SAG_2"
"ENSMUSG00000004473","Clec11a",8.48167186836321e-190,2.16296312759178e-187,2.89353270416472,0.0984689542693931,8.60075695365139,2.79730792666022,0.000390701225423507,0.00930543372948432,0.00141254905242167,0.00930543372948432,1329.96733500821,1229.40924849887,21103.8538508398,25280.5901321615
"ENSMUSG00000015568","Lpl",7.95979529587095e-188,1.99765592734945e-185,1.9193177851494,0.0656616024085348,6.83932044916115,1.22991427345429,0.00206699905231606,0.000914030933722783,0.00224444697854044,0.00224444697854044,351.768436199836,362.691275547202,2568.82863130499,2313.09708648653
"ENSMUSG00000113175","Gm9973",5.51819061577231e-184,1.36325174728087e-181,-1.98715189872599,0.0686962070572171,6.06189035197643,1.31800522452905,0.00107780099431907,0.00154370149409527,0.00364136786972897,0.00364136786972897,1219.38856470056,1100.98859214336,157.780780888866,159.034189762277
"ENSMUSG00000023904","Hcfc1r1",2.78126076961623e-182,6.76530985052341e-180,1.29558135847181,0.0449995432607769,7.78609117059293,0.56049692249864,0.000470497965533429,0.00100935757259722,0.0015544609281451,0.0015544609281451,1257.1637650679,1260.41113111035,4426.31026548136,4780.13722050784
"ENSMUSG00000090084","Srpx",1.17438498570692e-179,2.81336378924426e-177,1.23068216042529,0.0430602166148237,8.20119963151059,0.505243713259302,0.00040438210325844,0.000171897791167922,0.0014498001516571,0.0014498001516571,1959.49481052962,1979.83241916449,6588.10106199937,6904.38975968222
"ENSMUSG00000024308","Tapbp",1.54289153399799e-179,3.64099373791675e-177,1.66471936915953,0.0582661482974361,6.81740718514147,0.926026822043243,0.000900761886255636,0.00249418215116318,0.00227142301379549,0.00249418215116318,410.132348147792,384.174190286345,2203.49133927244,2000.71244572774
"ENSMUSG00000006360","Crip1",4.40350162704964e-178,1.02387888566591e-175,1.96746903641389,0.0691466814570089,7.16897352947567,1.29349897878681,0.00255248396062133,0.00222877959589574,0.00191915545184858,0.00222877959589574,467.957244705171,502.722885857556,3272.77701064882,3683.92291792922
"ENSMUSG00000060591","Ifitm2",1.23177974777638e-175,2.82256081044817e-173,1.10905643263465,0.0392515349539194,8.93447684219982,0.410594676644646,0.000120153275541445,0.000768776307283712,0.00142052972069731,0.00142052972069731,4463.40121469194,4255.6440520885,13452.0446322772,12978.4819880188
"ENSMUSG00000086580","Gm15280",1.00470346934446e-172,2.26933807911505e-170,-2.44859302984615,0.0873962521938845,6.1387159452799,1.99937151872835,0.00419917047839529,-0.00294580529143869,0.00343893441914177,0.00343893441914177,1531.25605746007,1622.21315473298,132.971685227227,138.56611966104
"ENSMUSG00000031250","Tnmd",1.06222992924715e-172,2.36548132553898e-170,1.53220232149164,0.0546919092290979,9.46264157920112,0.784542121284873,9.49950874277338e-05,0.00289620984769615,0.00150841111590003,0.00289620984769615,6006.83997670495,5956.62646415545,26217.7784794401,29238.9288793684
"ENSMUSG00000025203","Scd2",1.08807431609838e-171,2.38938097386548e-169,1.30571059457403,0.0467458985024443,10.0330466746778,0.569750171612156,3.89624378770947e-05,0.00214621658892373,0.00172286481252991,0.00214621658892373,11999.9991725942,11703.4214249957,45749.2787057293,41808.2827580428
"ENSMUSG00000025232","Hexa",5.30339692231506e-171,1.14865765395511e-168,1.15853393010351,0.0415611631121654,8.92612812918147,0.44855184258652,0.000149984953436553,0.00157734532579947,0.00141989469629381,0.00157734532579947,4320.14195319434,4115.19526606083,12986.1432689202,13892.1266432203
"ENSMUSG00000111640","AC109138.8",3.30695209371672e-170,7.06570534510203e-168,-2.5954054530873,0.093327191864196,6.03135729110001,2.25085994141006,0.00498346075616322,0.00324171840129154,0.00372650398509323,0.00372650398509323,1516.21115790243,1530.72060528463,103.36446369028,123.989616854306
"ENSMUSG00000045827","Serpinb9",1.08842460202842e-167,2.29454418435618e-165,1.41292773059327,0.0511915529660075,7.19845402361084,0.666141844159758,0.000724991238126949,0.000305389061781941,0.0018955838569446,0.0018955838569446,674.463849957641,644.545710197734,2772.38750813943,2649.17242959673
"ENSMUSG00000052504","Epha3",5.55806348959174e-166,1.15629660307809e-163,1.15918990982446,0.042216656761972,8.00426691482228,0.448043587684471,0.000293888814218577,-8.91308069383288e-05,0.00148835729393958,0.00148835729393958,1675.8956499185,1676.80329080974,5421.22157613513,5268.28498328259
"ENSMUSG00000073889","Il11ra1",2.20151498916351e-164,4.52053941476159e-162,1.55703180863259,0.0569840797936615,8.01535275318753,0.808800533710997,0.00176147917814795,-0.000734705158497613,0.00148570617178243,0.00148570617178243,1345.80797316402,1433.9724178061,6623.40279058814,6563.11826313192
"ENSMUSG00000051920","Rspo2",1.30884861991985e-162,2.65310327301959e-160,2.49720586322208,0.0918959996109422,5.87548302581858,2.08409075412472,0.0042332551500864,0.00388431438162145,0.00421161959440789,0.00421161959440789,104.560253376839,98.9073605935185,1138.9914164602,1352.16851604588
"ENSMUSG00000030862","Cpxm2",3.45887078711163e-162,6.9225577234205e-160,2.04515088812659,0.0753596947136701,6.13937156416643,1.39494444674927,0.00224180988650796,-0.00114621736510111,0.0034372737008296,0.0034372737008296,165.65822373657,166.944466125771,1332.01233788558,1247.21929688297
"ENSMUSG00000051855","Mest",9.45191780924031e-161,1.86805340602373e-158,1.79262718461389,0.0663529830153168,6.65245836580238,1.07410588657559,0.000673301576151992,0.00372941677887893,0.00248278087032603,0.00372941677887893,332.018193486188,300.044242014577,1981.28605747781,1818.04161771017
"ENSMUSG00000029061","Mmp23",3.42314617682099e-153,6.68189681502675e-151,1.21118922430879,0.0459386845519307,8.12380603985979,0.490400020852817,0.000328514343566576,0.00178184839479522,0.00146305200327848,0.00178184839479522,1842.2162680556,1839.32706675901,5903.99183142506,6472.09660156231
"ENSMUSG00000021943","Gdf10",8.27485146513713e-153,1.59553264043028e-150,2.96011879927159,0.112415724261842,6.99308883223046,2.92919263197457,0.00220537461612026,0.0104319204451942,0.00207623717931268,0.0104319204451942,236.482068385001,258.822999683974,4315.79160104393,5303.11836425801
"ENSMUSG00000037071","Scd1",6.66425677915091e-152,1.26950077030307e-149,1.04940649455016,0.0399733342643535,8.66369191299277,0.368071368660659,0.000186527633059889,0.00129352995590632,0.00141133981914985,0.00141133981914985,3513.30877229122,3338.81669592326,10068.6397849342,9504.3717507666
"ENSMUSG00000038128","Camk4",1.03603688037161e-151,1.95009275185184e-149,1.53578703740449,0.0585376707516027,6.89254802264309,0.787606973488378,0.00124439980944742,0.000845148293291681,0.00218225908757562,0.00218225908757562,436.113970205498,477.810243319989,2115.5847179346,2128.82488631889
"ENSMUSG00000032487","Ptgs2",6.00810231358311e-150,1.11757771388309e-147,-3.88547903030207,0.14897805480816,7.26626613902855,5.04711207218198,0.00123555809886909,0.0209589027155539,0.00184369577730703,0.0209589027155539,10066.1693674198,9906.78996632775,237.504796383617,176.254616175976
"ENSMUSG00000028381","Ugcg",1.89290951523715e-148,3.48009213318775e-146,-1.28812435276139,0.049641663554359,6.89717556017326,0.553100940415275,0.000287230670753225,-0.000267994136312636,0.00217706408969095,0.00217706408969095,1887.89271168022,1879.43812672212,517.173492418901,521.090108975361
"ENSMUSG00000000594","Gm2a",1.53259714407588e-147,2.78527510861882e-145,1.26077919009409,0.0487392387898513,7.52408923366562,0.531287927272954,0.000701337691565104,0.00144847013071116,0.00167417570624904,0.00167417570624904,981.107424208845,989.997973791199,3321.53390048751,3642.72720442962
"ENSMUSG00000010095","Slc3a2",1.94243401685621e-147,3.48998002733108e-145,-1.10324205443953,0.0426642533309297,7.97947517800801,0.405841245612552,0.000325717415572642,-0.000135364338727719,0.0014945210967131,0.0014945210967131,5079.39146073751,5059.62889920294,1658.87391694459,1704.82783501418
"ENSMUSG00000040690","Col16a1",7.85294031713709e-147,1.39508808263207e-144,1.19994611832941,0.0465010679664523,7.40703700526197,0.480029477434838,0.000417693112618945,-0.00030882040727506,0.00174465620940167,0.00174465620940167,894.377831691056,913.143712455941,3004.71288539189,2998.14692428346
"ENSMUSG00000027322","Siglec1",9.05808251935156e-147,1.59130380792742e-144,3.88923856345502,0.15075050008845,5.58790313515622,5.05720934333982,0.00984678161099474,0.012878931665923,0.00542034041015501,0.012878931665923,38.7670954039969,36.6952403592045,1609.88461968739,2165.88792752247
"ENSMUSG00000034708","Grn",3.41051463828752e-146,5.86126597238738e-144,0.995569133171219,0.0386661641522066,8.57460286014248,0.33103284508288,8.16507767009698e-05,0.000888667385973095,0.00141342147354442,0.00141342147354442,3263.88758933174,3173.69435080062,8471.86920114506,8956.66803190585
"ENSMUSG00000052837","Junb",3.40418626397116e-146,5.86126597238738e-144,-1.29169382731119,0.0501669890979636,7.0541617407845,0.557518586212072,0.000498629695865899,0.00154277786532243,0.0020180970992893,0.0020180970992893,2296.57450044975,2122.58537011299,593.078881260174,619.959008508489
"ENSMUSG00000030074","Gxylt2",5.31093615058996e-146,9.02916252440622e-144,1.10272455101212,0.0428564913692346,8.02523300930418,0.405759292745254,0.000353281415545414,0.000284939999900437,0.00148339743693587,0.00148339743693587,1788.36614100415,1733.87814497076,5412.56346368001,5200.57231942487
"ENSMUSG00000039007","Cpq",6.17100447272927e-145,1.03797608210981e-142,1.17303561718398,0.0457586489445976,7.64840693867403,0.459387937502757,0.000482556317151138,0.000593070345881468,0.00161129763608379,0.00161129763608379,1204.88591040787,1128.65315219333,3780.9061292256,3758.83847434769
"ENSMUSG00000027339","Rassf2",7.04899600988415e-144,1.17317553591872e-141,1.42622124841916,0.0558421355336572,7.67530152815044,0.679003463789636,0.00151915799237051,-6.74870290644565e-05,0.00159918610858884,0.00159918610858884,1057.91751667779,1052.97725710271,4231.30219179136,4565.72029771296
"ENSMUSG00000053398","Phgdh",1.58890644927125e-143,2.61689581973205e-141,-1.14709078707788,0.0449690661429598,7.30189218809741,0.439481903442497,0.000204645229069947,0.00110957303519856,0.00181757168069995,0.00181757168069995,2602.43134992811,2660.56482565314,806.898912543392,864.626490091947
"ENSMUSG00000001604","Tcea3",1.15870174929248e-142,1.88868385134675e-140,1.82584374569076,0.0717972504265367,6.11003653871423,1.1122962933194,0.00164219853578032,-5.0450395719261e-05,0.0035126466330305,0.0035126466330305,176.12463625309,184.471646314159,1085.67841767132,1158.71235282678
"ENSMUSG00000028111","Ctsk",1.74748858285422e-142,2.81934101872531e-140,0.998689120437822,0.0392961674455498,9.09361258095446,0.333086789884456,0.000107194241300208,0.000833010944948644,0.00143699453460848,0.00143699453460848,5468.40353174572,5332.67816134587,14256.2710165225,15076.5206203617
"ENSMUSG00000001506","Col1a1",6.76342166506497e-142,1.08016626208427e-139,1.12934198183633,0.0445303219413933,10.4533414301551,0.425688448009859,1.20428984448733e-06,0.000824811755940531,0.00198174528235965,0.00198174528235965,19417.6358242753,19997.3117451377,59475.0344825167,62485.9192642037
"ENSMUSG00000002325","Irf9",1.76355427145787e-141,2.78835565860204e-139,1.34790452894353,0.0532275622967928,7.39825038862427,0.606808144923994,0.00108274855336231,0.000706159259394719,0.00175042483469664,0.00175042483469664,845.351710896267,818.637687796896,3331.52736309275,3080.68360882232
